1	11937	3327,06	235,259
2	7026,01	0,962535	0,136123
3	4690,22	0,931445	0,131726
4	3521,13	0,907848	0,128389
5	2820,54	1,24795	0,176487
6	2476,8	3,27479	0,463125
7	2228,08	2,77848	0,392937
8	1987,82	45,5944	6,44802
9	1834,42	2,5525	0,360978
10	1689,56	2,47634	0,350207
11	1586,68	2,31377	0,327216
12	1469,16	2,20071	0,311228
13	1389,93	2,60701	0,368687
14	1339,47	2,80137	0,396174
15	1305,62	2,4335	0,344148
16	1213,25	46,6752	6,60087
17	1222,93	3,0864	0,436482
18	1196,29	2,83489	0,400915
19	1179,37	3,29109	0,46543
20	1164,84	3,33711	0,471938
21	1171,59	5,66773	0,801539
22	1172,08	4,4859	0,634402
23	1201,32	4,57556	0,647083
24	1206,31	3,67117	0,519182
25	1213,65	6,10546	0,863442
26	1192,84	4,38414	0,620012
27	1172,79	92,082	13,0224
28	1176,95	5,42686	0,767474
29	1163,29	95,6504	13,527
30	1170,79	3,17867	0,449532
31	1150,62	98,772	13,9685
32	1117,87	2,7853	0,393901
33	1155,8	3,33512	0,471658
34	1147,7	2,51895	0,356233
35	1143,1	3,07109	0,434318
36	1133,48	3,76247	0,532093
37	1133,69	3,08519	0,436312
38	1125,88	3,08511	0,4363
39	1124,16	2,73652	0,387002
40	1114,31	2,01546	0,285029
41	1116,75	2,51675	0,355922
42	1115,96	2,69447	0,381055
43	1115,49	2,45672	0,347433
44	1098,5	110,415	15,6151
45	1115,35	2,59116	0,366446
46	1099,06	112,447	15,9025
47	1106,01	113,833	11,3833
48	1119,14	2,35362	0,332852
49	1140,24	1,93017	0,272967
50	1125,19	2,92221	0,413263
51	1093,49	115,601	16,3484
52	1072,24	113,561	16,06
53	1086,58	4,64814	0,657346
54	1069,37	114,646	16,2134
55	1083,72	3,71095	0,524808
56	1083,3	3,82281	0,540627
57	1083,63	5,09296	0,720253
58	1081,01	4,68706	0,662851
59	1080,6	4,48229	0,633892
60	1081,23	4,38443	0,620052
61	1080,73	5,12387	0,724625
62	1064,06	116,759	16,5123
63	1075,35	6,8545	0,969373
64	1046,47	114,853	16,2426
65	1124,9	3,55293	0,502459
66	1124,89	4,5385	0,641841
67	1121,26	3,84215	0,543362
68	1117	3,25475	0,460291
69	1117,94	3,22369	0,455899
70	1115,83	2,7171	0,384255
71	1115,08	3,12879	0,442478
72	1110,46	2,70092	0,381967
73	1098,85	101,078	14,2946
74	1112,13	2,71004	0,383258
75	1096,73	102,223	14,4566
76	1077,77	142,742	20,1867
77	1108,26	2,79883	0,395815
78	1105,11	2,52058	0,356463
79	1106,3	2,52396	0,356942
80	1099,26	2,38337	0,33706
81	1103,31	2,63553	0,37272
82	1103,76	2,3824	0,336923
83	1101,89	2,59961	0,36764
84	1086,05	106,457	15,0553
85	1103,61	2,79783	0,395673
86	1088,34	107,776	15,2418
87	1104,41	2,09318	0,29602
88	1087,88	108,789	15,3851
89	1106,57	2,14094	0,302774
90	1106,94	2,48053	0,3508
91	1109,3	2,35552	0,333121
92	1110,51	2,42064	0,342331
93	1097,58	112,711	15,9397
94	1112,75	2,43411	0,344236
95	1114,09	3,29857	0,466489
96	1102,15	3,99593	0,565109
97	1109,88	4,06251	0,574525
98	1105,62	3,91554	0,553741
99	1099,71	3,89544	0,550899
100	1075,78	112,595	15,9233
101	1087,94	4,08751	0,578061
102	1078,6	3,53141	0,499417
103	1067,77	3,14706	0,445061
104	1058,55	9,80909	1,38721
105	1046,82	109,672	15,5099
106	1061,83	4,41016	0,623691
107	1061,11	9,79842	1,38571
108	1061,07	6,00272	0,848913
109	1063,51	7,39559	1,04589
110	1060,58	10,6071	1,50007
111	1063,85	5,91056	0,83588
112	1061,96	4,3556	0,615975
113	1063,43	5,11397	0,723225
114	1063,95	3,85897	0,545741
115	1063,4	2,91147	0,411744
116	1056,26	15,0528	2,12878
117	1058,23	13,8554	1,95945
118	1060,87	10,9024	1,54183
119	1064,29	6,86219	0,97046
120	1063,48	4,83137	0,683258
121	1062,24	10,1178	1,43087
122	1054,25	18,8788	2,66987
123	1063,24	6,68463	0,945349
124	1062,04	3,65241	0,516529
125	1061,4	11,1728	1,58007
126	1061,2	8,91667	1,26101
127	1060,48	11,5351	1,63131
128	1035,52	114,367	16,174
129	1080,33	106,752	15,097
130	1097,03	2,43713	0,344663
131	1095,26	2,33899	0,330782
132	1096,97	2,66638	0,377083
133	1096,15	2,99339	0,42333
134	1097,03	3,2457	0,459012
135	1098,48	2,71788	0,384366
136	1097,08	2,8702	0,405908
137	1084,84	110,024	15,5598
138	1097,98	2,83484	0,400906
139	1084,08	110,565	15,6362
140	1083,61	110,77	15,6652
141	1101	2,24512	0,317507
142	1101,32	3,24882	0,459452
143	1105,06	2,92956	0,414302
144	1103,19	4,01009	0,567112
145	1106,87	3,20119	0,452716
146	1088,54	113,41	16,0387
147	1101,38	4,72597	0,668353
148	1099,3	5,65449	0,799666
149	1093,52	6,52086	0,922189
150	1086,33	3,17955	0,449656
151	1088,47	4,05072	0,572859
152	1083,5	3,0527	0,431717
153	1064,59	111,801	15,811
154	1070,45	112,825	15,9559
155	1081,33	3,08364	0,436093
156	1066,09	112,391	15,8944
157	1081,44	3,31151	0,468319
158	1076,73	2,33442	0,330136
159	1079,73	2,56056	0,362118
160	1076,69	2,46865	0,34912
161	1078,75	2,85758	0,404123
162	1079,06	3,02602	0,427944
163	1080,18	3,13321	0,443102
164	1079,6	2,70119	0,382005
165	1077,32	2,34181	0,331182
166	1077,85	2,78179	0,393404
167	1077,39	3,28587	0,464693
168	1073,03	2,75513	0,389634
169	1074,03	2,22523	0,314695
170	1075,35	3,40283	0,481233
171	1059,08	114,672	16,2171
172	1071,46	2,37983	0,336558
173	1073,55	2,33048	0,329579
174	1073,23	2,78614	0,394019
175	1074,31	3,09002	0,436995
176	1072,31	3,59977	0,509084
177	1072,36	3,36226	0,475496
178	1072,6	4,08503	0,577711
179	1071,77	3,52471	0,49847
180	1068,55	2,33112	0,329671
181	1070,31	2,85229	0,403375
182	1068,39	2,87893	0,407143
183	1070,37	4,35645	0,616095
184	1069,5	3,9925	0,564624
185	1070,94	3,10472	0,439073
186	1065,67	3,8863	0,549606
187	1049,63	114,659	11,4659
188	1065,37	4,44474	0,628581
189	1067,63	3,69819	0,523003
190	1067,74	5,5028	0,778214
191	1067,01	4,51901	0,639085
192	1060,7	4,385	0,620133
193	1090,68	2,57969	0,364823
194	1073,96	110,757	15,6634
195	1072,38	110,779	15,6666
196	1087,77	3,016	0,426526
197	1084,6	3,44632	0,487383
198	1082,13	3,43931	0,486392
199	1077,77	3,03797	0,429634
200	1077,41	3,4261	0,484523
201	1076,62	2,58575	0,36568
202	1075,86	2,53226	0,358115
203	1073,94	2,31695	0,327666
204	1073,23	2,62209	0,370819
205	1072,58	2,16523	0,30621
206	1072,4	2,00943	0,284176
207	1072,87	2,59295	0,366698
208	1055,62	111,27	15,736
209	1071,69	2,41617	0,341697
210	1071,6	2,24268	0,317162
211	1072,14	1,84916	0,26151
212	1071,46	2,48128	0,350906
213	1073,07	2,38695	0,337566
214	1072,53	2,65768	0,375852
215	1069,71	2,52181	0,356637
216	1070,8	2,26052	0,319686
217	1069,32	2,32142	0,328298
218	1071,91	2,24274	0,317171
219	1070,31	2,71076	0,38336
220	1069,9	2,36303	0,334183
221	1070,13	2,60548	0,368471
222	1069,52	2,30834	0,326448
223	1069,72	2,39417	0,338587
224	1052,07	113,518	16,0538
225	1068,8	2,10084	0,297104
226	1070	3,70621	0,524137
227	1067,96	3,05597	0,432179
228	1067,9	2,50817	0,354709
229	1070,24	2,83422	0,400819
230	1067,75	2,88591	0,40813
231	1068,76	2,73266	0,386457
232	1069,67	3,42525	0,484403
233	1068,63	3,89561	0,550922
234	1069,71	3,78878	0,535814
235	1068,42	2,68641	0,379916
236	1068,37	2,18395	0,308858
237	1067,11	2,27845	0,322221
238	1070,15	2,742	0,387778
239	1067,28	3,26842	0,462225
240	1066,53	4,12473	0,583325
241	1068,05	3,39423	0,480016
242	1068,15	2,71034	0,3833
243	1066,62	4,69054	0,663342
244	1066,91	3,22041	0,455435
245	1067,42	5,66572	0,801254
246	1067,22	2,63323	0,372395
247	1065,47	5,18216	0,732868
248	1065,86	4,72971	0,668882
249	1049,64	115,246	16,2983
250	1064,71	4,30759	0,609185
251	1065,46	2,75469	0,389572
252	1064,67	5,2584	0,74365
253	1065	2,7375	0,38714
254	1065,14	2,9453	0,416528
255	1063,73	5,18325	0,733022
256	1061,41	5,48617	0,775861

