512	6,51552	0,432134	0,061113	14,9378	2,42301	0,242301	18,236	3,50905	0,286513
1024	15,1853	1,69696	0,239987	15,4372	1,06778	0,151007	19,3719	1,09632	0,155043
1536	15,6651	1,08776	0,153833	15,4369	1,07535	0,152078	19,7275	1,14492	0,161916
2048	15,7926	1,17803	0,166598	15,6118	1,08027	0,152773	19,6059	1,0802	0,152763
2560	15,7364	1,04292	0,147491	15,6179	1,08034	0,152783	19,5791	1,19392	0,168846
3072	15,7067	1,11445	0,157608	15,4697	1,05383	0,149034	19,5378	1,26146	0,178398
3584	15,5971	1,1342	0,1604	15,7866	1,07707	0,152321	19,5586	1,16478	0,164724
4096	15,6622	1,12432	0,159003	15,8103	1,09899	0,15542	19,8016	1,09333	0,15462
4608	15,594	1,07575	0,152133	15,7304	1,07231	0,151648	19,7274	1,10837	0,156747
5120	15,9348	1,10463	0,156218	15,603	1,06632	0,1508	19,7925	1,09316	0,154596
5632	15,6593	1,06124	0,150082	15,8073	1,06797	0,151034	19,5882	1,02171	0,144492
6144	15,8932	1,21258	0,171485	15,7541	1,08063	0,152825	19,7807	1,06548	0,150681
6656	16,0296	1,22424	0,173134	15,8193	1,09042	0,154209	20,0741	1,09444	0,154777
7168	15,9526	1,07724	0,152345	15,8489	1,0909	0,154276	20,0889	1,15263	0,163006
7680	15,7748	1,05236	0,148826	15,8311	1,05987	0,149889	20,0503	1,15286	0,163039
8192	16,1274	1,1235	0,158886	16,0681	1,08131	0,15292	19,926	1,09287	0,154556
8704	16,2814	1,07552	0,152101	15,9288	1,05361	0,149002	20,1571	1,06557	0,150694
9216	16,2252	1,1363	0,160698	16,0503	1,03397	0,146225	20,2579	1,09397	0,154711
9728	16,4978	1,10605	0,156419	16,3763	1,08334	0,153207	20,1098	1,09965	0,155514
10240	16,6608	1,09711	0,155155	16,3201	1,0622	0,150218	20,1007	1,08431	0,153344
10752	16,4623	1,11051	0,157049	16,6638	1,0537	0,149016	20,2786	1,08983	0,154125
11264	16,6815	1,20023	0,169739	16,6993	1,10301	0,155989	20,2192	1,06626	0,150792
11776	16,8948	1,17154	0,165681	16,8947	1,07205	0,151611	20,3053	1,08878	0,153976
12288	17,0341	1,13523	0,160546	16,9392	1,07823	0,152485	20,317	1,05995	0,149899
12800	17,117	1,12757	0,159462	16,8504	1,06778	0,151007	20,3111	1,10183	0,155822
13312	16,8771	1,03113	0,145824	16,9778	1,06327	0,150369	20,3733	1,07518	0,152053
13824	17,3066	1,10122	0,155736	17,0489	1,08541	0,1535	20,7021	1,08247	0,153085
14336	17,2948	1,14644	0,162131	17,0993	1,03373	0,146191	20,5452	1,10207	0,155857
14848	17,3512	1,07776	0,152418	17,3659	1,08952	0,154081	20,5895	1,13829	0,160979
15360	17,4487	1,09614	0,155017	17,4815	1,06459	0,150556	20,3999	1,0625	0,15026
15872	17,4283	1,06938	0,151234	17,5288	1,07643	0,15223	20,7941	1,10086	0,155686
16384	17,6355	1,13463	0,160461	17,7837	1,08123	0,152909	20,791	1,05675	0,149447
16896	17,7866	1,183	0,167302	17,7897	1,09102	0,154294	20,7674	1,12528	0,159139
17408	18,0829	1,23957	0,175302	17,8814	1,07303	0,15175	20,9689	1,19389	0,168842
17920	17,9793	1,08527	0,153481	18,0652	1,09047	0,154216	20,6756	1,04543	0,147846
18432	18,1393	1,09736	0,15519	18,1007	1,06686	0,150876	20,874	1,06759	0,15098
18944	18,0801	1,03733	0,146701	18,3082	1,08242	0,153078	21,0785	1,02904	0,145529
19456	18,4889	1,05644	0,149403	18,2518	1,04359	0,147586	21,1644	1,1227	0,158774
19968	18,2104	1,03024	0,145699	18,4297	1,07047	0,151387	21,2207	1,10403	0,156133
20480	18,6223	1,08866	0,153959	18,5423	1,07935	0,152643	21,1141	1,09368	0,15467
20992	18,7496	1,09035	0,154199	18,6963	1,08916	0,154031	21,2326	1,06677	0,150864
21504	18,6845	1,1506	0,16272	18,7201	1,07779	0,152422	21,0548	1,08066	0,152829
22016	18,9985	1,13126	0,159985	18,7289	1,07131	0,151506	21,2948	1,08937	0,15406
22528	19,3008	1,06621	0,150785	18,8681	1,04576	0,147892	21,3274	1,20131	0,169891
23040	19,1675	1,08445	0,153364	19,1674	1,0837	0,153258	21,363	1,09518	0,154882
23552	19,2859	1,2365	0,174868	19,3542	1,06156	0,150127	21,2889	1,15783	0,163741
24064	19,3037	1,22733	0,17357	19,3215	1,06381	0,150446	21,3127	1,07165	0,151555
24576	19,7512	1,15751	0,163697	19,4371	1,09361	0,15466	21,4993	1,05848	0,149692
25088	19,7779	1,20509	0,170425	19,5527	1,07963	0,152683	21,6178	1,08323	0,153192
25600	19,5437	1,09381	0,154688	19,5585	1,06808	0,151049	21,5675	1,08955	0,154086
26112	20,0088	1,3582	0,192079	19,6445	1,0928	0,154545	21,8815	1,26854	0,179398
26624	20,0059	1,25961	0,178136	19,8193	1,07926	0,152631	21,7659	1,08653	0,153659
27136	20,1748	1,13725	0,160831	20,1214	1,07734	0,152359	22,0503	1,11642	0,157886
27648	20,1777	1,15375	0,163165	20,0652	1,0896	0,154093	22,1155	1,09655	0,155076
28160	20,2045	1,07523	0,152061	20,0563	1,0654	0,150671	22,3348	1,1068	0,156525
28672	20,3082	1,20351	0,170202	20,2044	1,06064	0,149997	22,2311	1,07018	0,151346
29184	20,3496	1,11606	0,157835	20,3703	1,04544	0,147848	22,4475	1,07543	0,152088
29696	20,2606	1,10694	0,156545	20,3615	1,05778	0,149592	22,6132	1,14235	0,161553
30208	20,711	1,10298	0,155985	20,6044	1,07668	0,152265	22,7585	1,22407	0,173109
30720	20,6726	1,14369	0,161742	20,729	1,09507	0,154866	22,8444	1,19018	0,168318
31232	20,6252	1,0638	0,150444	20,9126	1,06805	0,151046	22,7852	1,11854	0,158186
31744	21,0756	1,05227	0,148814	20,8503	1,06607	0,150765	22,9837	1,09239	0,154487
32256	21,44	1,18551	0,167657	21,114	1,06005	0,149914	23,0638	1,06262	0,150278
32768	21,2563	1,14798	0,162349	21,12	1,08508	0,153454	23,1406	1,20088	0,16983
33280	21,5851	1,20888	0,170961	21,2799	1,07328	0,151784	23,2564	1,06686	0,150877
33792	21,5645	1,13109	0,15996	21,3273	1,09362	0,154661	23,2118	1,04562	0,147872
34304	21,677	1,15265	0,163009	21,3246	1,05957	0,149846	23,6029	1,09213	0,154451
34816	21,5555	1,08097	0,152872	21,5851	1,085	0,153442	23,517	1,05729	0,149523
35328	21,76	1,09875	0,155387	21,5734	1,07038	0,151374	23,7363	1,09245	0,154496
35840	22,0652	1,17016	0,165485	21,6533	1,04637	0,147979	23,84	1,07786	0,152432
36352	22,0267	1,13979	0,161191	21,6712	1,04968	0,148447	23,8993	1,12087	0,158515
36864	21,914	1,23112	0,174106	22,1156	1,08092	0,152865	24,0445	1,07799	0,152451
37376	22,1363	1,06329	0,150372	22,1007	1,06902	0,151182	24,1363	1,1318	0,160061
37888	22,2251	1,11121	0,157149	22,2903	1,08254	0,153095	24,32	1,12209	0,158688
38400	22,4296	1,16265	0,164424	22,4681	1,14111	0,161377	24,3971	1,1063	0,156454
38912	22,5156	1,27531	0,180356	22,394	1,18377	0,16741	24,5925	1,16997	0,165458
39424	22,3823	1,1069	0,156539	22,3912	1,07113	0,151481	24,3644	1,04291	0,14749
39936	22,7674	1,12328	0,158856	22,5542	1,10883	0,156812	24,6518	1,15956	0,163986
40448	22,9334	1,14595	0,162061	22,8354	1,07126	0,1515	24,8415	1,13204	0,160094
40960	23,0696	1,13259	0,160173	22,8592	1,07466	0,15198	24,9008	1,06571	0,150714
41472	22,8829	1,18865	0,168101	22,9748	1,17597	0,166307	25,0608	1,09499	0,154855
41984	23,3866	1,19118	0,168458	23,1437	1,08301	0,15316	25,3097	1,29307	0,182868
42496	23,129	1,21171	0,171362	23,203	1,12234	0,158722	25,2325	1,08227	0,153056
43008	23,2919	1,18086	0,166999	23,1852	1,04602	0,147929	25,2564	1,06971	0,15128
43520	23,4193	1,1447	0,161885	23,2444	1,08374	0,153264	25,4311	1,0736	0,151829
44032	23,4726	1,15508	0,163353	23,3393	1,06256	0,150268	25,5969	1,24327	0,175825
44544	23,6208	1,09086	0,15427	23,4844	1,05875	0,14973	25,2681	1,0252	0,144986
45056	23,8075	1,22179	0,172788	23,5555	1,07088	0,151446	25,6059	1,05719	0,149509
45568	23,8518	1,10385	0,156108	23,7127	1,06303	0,150335	25,8578	1,12711	0,159397
46080	23,92	1,18677	0,167835	24,0652	1,08502	0,153446	25,8785	1,11606	0,157835
46592	23,9852	1,10142	0,155764	23,8873	1,0466	0,148011	25,7719	1,03292	0,146077
47104	24,2547	1,07462	0,151974	24,1096	1,10615	0,156434	25,9852	1,06446	0,150537
47616	24,3022	1,11754	0,158044	24,3022	1,07403	0,15189	26,3675	1,16012	0,164066
48128	24,412	1,11358	0,157484	24,2815	1,08613	0,153602	26,3023	1,10913	0,156854
48640	24,4681	1,19328	0,168755	24,5214	1,07549	0,152098	26,5215	1,07346	0,151811
49152	24,7437	1,19066	0,168385	24,6193	1,08365	0,153252	26,4712	1,07561	0,152115
49664	24,8533	1,20085	0,169826	24,6577	1,06981	0,151294	26,7526	1,09065	0,154242
50176	24,9481	1,06917	0,151203	24,7082	1,06424	0,150506	27,0133	1,07994	0,152726
50688	24,9126	1,0801	0,152749	24,8	1,06662	0,150843	27,1793	1,19237	0,168627
51200	25,1407	1,21062	0,171208	25,1288	1,06108	0,15006	27,0696	1,05692	0,149471
51712	25,2118	1,11777	0,158076	24,9511	1,07837	0,152504	27,1733	1,1275	0,159452
52224	25,3837	1,07402	0,151889	25,0992	1,06322	0,150363	27,3628	1,12429	0,158998
52736	25,4223	1,14282	0,161619	25,3957	1,05145	0,148698	27,3097	1,08678	0,153694
53248	25,5141	1,17197	0,165742	25,3332	1,0412	0,147248	27,6089	1,07583	0,152146
53760	25,523	1,13382	0,160347	25,4637	1,09254	0,154509	27,7661	1,21239	0,171457
54272	25,6771	1,0995	0,155492	25,4727	1,06595	0,150748	27,5793	1,07479	0,151999
54784	25,7718	1,13174	0,160052	25,5229	1,05532	0,149245	27,677	1,07782	0,152427
55296	25,8252	1,12122	0,158564	25,8874	1,08108	0,152888	27,6889	1,06555	0,150691
55808	26,003	1,09082	0,154265	25,8193	1,05436	0,14911	28,0119	1,09553	0,154931
56320	26,077	1,12526	0,159136	26,0621	1,08111	0,152892	28,0829	1,10503	0,156274
56832	26,2163	1,181	0,167018	26,1778	1,07015	0,151342	28,2519	1,08756	0,153804
57344	26	1,05057	0,148572	26,1688	1,05903	0,149769	28,4859	1,18823	0,168041
57856	26,5748	1,13139	0,160003	26,406	1,07272	0,151706	28,5422	1,28474	0,181689
58368	26,5748	1,10706	0,156562	26,6697	1,08604	0,15359	28,6341	1,09528	0,154896
