58880	26,6223	1,06996	0,151316	26,4296	1,03675	0,146618	28,4947	1,04665	0,148018
59392	26,7912	1,13083	0,159924	26,5718	1,07026	0,151358	28,7674	1,08896	0,154002
59904	26,8889	1,08261	0,153104	26,6816	1,08792	0,153855	28,7941	1,07482	0,152002
60416	26,8089	1,06621	0,150786	26,9837	1,09527	0,154895	28,9274	1,10006	0,155572
60928	27,1378	1,14394	0,161778	26,7881	1,00876	0,14266	29,0459	1,07311	0,15176
61440	27,0785	1,11477	0,157652	27,2059	1,09681	0,155112	29,0371	1,08423	0,153333
61952	27,2562	1,19849	0,169491	27,366	1,08204	0,153024	29,2415	1,09068	0,154245
62464	27,6266	1,10541	0,156329	27,3038	1,08966	0,154102	29,2059	1,15329	0,163099
62976	27,5792	1,19777	0,16939	27,3985	1,08806	0,153874	29,6296	1,24488	0,176053
63488	27,7036	1,2184	0,172308	27,517	1,07197	0,151599	29,6446	1,09531	0,154901
64000	27,4637	1,04368	0,147599	27,7276	1,08089	0,152861	29,6118	1,11692	0,157956
64512	27,8785	1,14638	0,162123	27,6917	1,08406	0,153309	29,9941	1,09692	0,155128
65024	28,1274	1,1171	0,157981	28,0295	1,0788	0,152565	29,8726	1,10617	0,156436
65536	27,9882	1,08364	0,15325	27,9289	1,09125	0,154326	30,0474	1,20155	0,169925
66048	28,2429	1,27786	0,180717	27,9467	1,04225	0,147397	30,0325	1,04664	0,148017
66560	28,2548	1,06198	0,150186	28,2193	1,09603	0,155002	30,3379	1,09815	0,155302
67072	28,4356	1,08145	0,15294	28,3585	1,06166	0,150141	30,3644	1,05984	0,149884
67584	28,5748	1,106	0,156412	28,406	1,09543	0,154917	30,3704	1,05744	0,149544
68096	28,5363	1,10895	0,156829	28,4415	1,05504	0,149205	30,3822	1,06995	0,151314
68608	28,5985	1,19762	0,169369	28,4889	1,08163	0,152966	30,714	1,06431	0,150516
69120	28,7793	1,14404	0,161792	28,6192	1,09103	0,154295	30,6963	1,08082	0,152851
69632	28,803	1,07047	0,151388	28,8445	1,14139	0,161417	30,6489	1,07027	0,151359
70144	29,0163	1,2162	0,171996	28,8652	1,09246	0,154497	30,9985	1,09629	0,155039
70656	29,0163	1,12668	0,159337	28,9304	1,07211	0,151619	31,3036	1,23989	0,175347
71168	29,2208	1,15948	0,163975	29,0401	1,08022	0,152766	31,3066	1,18115	0,16704
71680	29,4282	1,21907	0,172403	29,2562	1,06678	0,150866	31,2859	1,0836	0,153244
72192	29,3838	1,09253	0,154508	29,2771	1,06569	0,150711	31,4548	1,09825	0,155316
72704	29,4727	1,10028	0,155603	29,5022	1,06541	0,150672	31,5615	1,1801	0,166892
73216	29,6503	1,07167	0,151556	29,4934	1,05301	0,148918	31,7777	1,23883	0,175197
73728	29,6919	1,19316	0,168738	29,7215	1,06579	0,150726	31,7748	1,07266	0,151696
74240	29,7452	1,08802	0,153869	29,7245	1,07113	0,151481	31,9881	1,10206	0,155855
74752	30,1451	1,1751	0,166184	29,8311	1,10079	0,155675	31,9318	1,09821	0,155311
75264	30,1777	1,28958	0,182374	29,8874	1,08873	0,15397	32,0444	1,08669	0,153681
75776	30,329	1,15884	0,163885	30,1778	1,09409	0,154728	32,2016	1,07659	0,152253
76288	30,3349	1,2066	0,170639	30,0683	1,05267	0,14887	32,3466	1,10965	0,156928
76800	30,4267	1,1338	0,160344	30,3317	1,08331	0,153203	32,6518	1,1626	0,164416
77312	30,5364	1,11462	0,157632	30,1927	1,02378	0,144784	32,3882	1,10248	0,155914
77824	30,5276	1,0917	0,15439	30,3733	1,08351	0,153231	32,4505	1,06495	0,150607
78336	30,6933	1,21421	0,171715	30,7052	1,07783	0,152429	32,8149	1,19427	0,168895
78848	30,8001	1,08294	0,153151	30,7081	1,07664	0,15226	32,7437	1,07151	0,151534
79360	30,8237	1,10395	0,156122	30,9837	1,07122	0,151494	33,1674	1,09259	0,154515
79872	31,1112	1,10904	0,156842	31,1023	1,08553	0,153516	32,9837	1,09841	0,155338
80384	31,1318	1,07955	0,152671	31,0133	1,0798	0,152707	33,2267	1,14451	0,161858
80896	31,3422	1,11523	0,157718	31,2148	1,09534	0,154905	33,2089	1,11127	0,157158
81408	31,292	1,06433	0,150519	31,1646	1,06487	0,150596	33,2148	1,09032	0,154195
81920	31,4135	1,13504	0,160519	31,5852	1,06567	0,150708	33,4785	1,06394	0,150464
82432	31,4577	1,07315	0,151766	31,4341	1,0964	0,155055	33,5348	1,06408	0,150483
82944	31,6652	1,26203	0,178478	31,4934	1,05243	0,148836	33,5465	1,10995	0,15697
83456	31,6503	1,07532	0,152073	31,6859	1,1234	0,158873	33,8251	1,11331	0,157445
83968	31,8133	1,03769	0,146751	31,9348	1,06074	0,150011	33,923	1,06805	0,151045
84480	32,0385	1,0849	0,153428	31,8341	1,06775	0,151003	33,9438	1,16057	0,16413
84992	32,0267	1,15404	0,163206	32,0178	1,06437	0,150525	33,9378	1,06489	0,150598
85504	32,2164	1,09278	0,154543	32,169	1,07958	0,152675	34,1097	1,0823	0,153061
86016	32,1954	1,18801	0,16801	32,1688	1,08856	0,153946	34,3407	1,14631	0,162112
86528	32,477	1,09812	0,155297	32,4444	1,07928	0,152633	34,3378	1,06627	0,150794
87040	32,4355	1,10049	0,155633	32,5896	1,09991	0,155551	34,4889	1,13218	0,160114
87552	32,4593	1,13241	0,160147	32,4978	1,09594	0,15499	34,5659	1,06128	0,150088
88064	32,7319	1,12847	0,15959	32,6074	1,07006	0,151329	34,9392	1,15046	0,1627
88576	32,9778	1,29534	0,183188	32,7468	1,09724	0,155173	34,8741	1,26563	0,178987
89088	32,9748	1,13312	0,160248	32,7082	1,00485	0,142107	34,9097	1,0807	0,152834
89600	33,0015	1,13246	0,160154	33,04	1,06645	0,150819	35,0282	1,24794	0,176485
90112	33,0252	1,05089	0,148618	32,8118	1,06086	0,150028	35,0874	1,12798	0,15952
90624	33,3096	1,1532	0,163087	33,1852	1,08577	0,153551	35,0875	1,05762	0,149571
91136	33,5615	1,30512	0,184572	33,1585	1,13769	0,160894	35,3868	1,10575	0,156377
91648	33,4874	1,21241	0,17146	33,3807	1,08775	0,153831	35,4341	1,15908	0,163919
92160	33,5852	1,17414	0,166048	33,523	1,06878	0,151148	35,6415	1,07035	0,15137
92672	33,6355	1,07667	0,152264	33,7214	1,09313	0,154592	35,766	1,15027	0,162672
93184	33,8459	1,08213	0,153036	33,6681	1,0724	0,151661	35,5763	1,04887	0,148332
93696	33,9112	1,14884	0,16247	33,8311	1,08275	0,153124	35,9733	1,09668	0,155094
94208	34,0356	1,14508	0,161938	33,9407	1,06466	0,150566	35,9762	1,08474	0,153406
94720	34,0237	1,06776	0,151004	33,9704	1,06753	0,150971	36,0652	1,07255	0,151682
95232	34,3259	1,21812	0,172269	34,2933	1,09659	0,155081	35,9911	1,08057	0,152816
95744	34,4089	1,07322	0,151776	34,3971	1,07114	0,151483	36,1422	1,07581	0,152143
96256	34,6371	1,23004	0,173955	34,4207	1,08929	0,154049	38,0859	1,25491	0,177471
96768	34,7704	1,32415	0,187263	34,477	1,08123	0,152909	36,5748	1,08191	0,153006
97280	34,5926	1,08081	0,152849	34,8002	1,0879	0,153852	36,7584	1,15048	0,162703
97792	34,7141	1,07143	0,151524	34,6579	1,14067	0,161316	36,7289	1,1722	0,165774
98304	34,7348	1,21906	0,172402	34,8415	1,04916	0,148374	36,7496	1,10758	0,156635
98816	34,9689	1,1283	0,159566	34,9778	1,0591	0,14978	36,9688	1,13066	0,1599
99328	35,2415	1,22811	0,173681	35,111	1,08122	0,152908	37,0786	1,08831	0,153911
99840	35,2266	1,19284	0,168693	35,1762	1,08542	0,153502	37,5318	1,25866	0,178001
100352	35,1615	1,16519	0,164782	35,2534	1,06282	0,150305	37,126	1,08325	0,153195
100864	35,4104	1,16476	0,164722	35,3007	1,06995	0,151313	37,3628	1,16686	0,165019
101376	35,3689	1,10705	0,156561	35,4785	1,09816	0,155303	37,7778	1,2073	0,170738
101888	35,5318	1,0892	0,154036	35,7036	1,07243	0,151665	37,4281	1,08159	0,15296
102400	35,8576	1,05649	0,149411	35,6119	1,06869	0,151135	37,7245	1,21602	0,171971
102912	35,7511	1,10154	0,155782	35,763	1,08501	0,153444	38,6489	1,30041	0,183906
103424	35,9378	1,23672	0,174899	35,8993	1,08924	0,154042	37,8815	1,09621	0,155027
103936	36,2934	1,17595	0,166304	35,8312	1,0442	0,147673	37,7866	1,03172	0,145908
104448	36,3141	1,15748	0,163692	36,1808	1,08303	0,153164	38,237	1,08798	0,153864
104960	36,2253	1,12951	0,159737	36,1542	1,06707	0,150906	38,3585	1,10172	0,155807
105472	36,3851	1,08986	0,154129	36,5126	1,06295	0,150324	38,3674	1,07401	0,151889
105984	36,6578	1,24205	0,175652	36,4593	1,11958	0,158333	38,5125	1,16426	0,164652
106496	36,7023	1,19003	0,168295	36,6429	1,10937	0,156889	38,5184	1,07917	0,152617
107008	36,6371	1,10672	0,156514	36,7024	1,13329	0,160271	38,5836	1,12804	0,159529
107520	36,7378	1,12163	0,158622	36,7081	1,12436	0,159008	38,7793	1,05841	0,149681
108032	36,9749	1,11633	0,157873	36,8296	1,07879	0,152564	38,8445	1,27297	0,180026
108544	36,9837	1,17141	0,165662	36,963	1,06422	0,150504	38,9185	1,08711	0,15374
109056	37,1585	1,09347	0,15464	37,0904	1,08981	0,154123	39,1141	1,09992	0,155552
109568	37,2652	1,10555	0,156348	37,197	1,05689	0,149467	39,4045	1,18807	0,168018
110080	37,4934	1,21347	0,171611	37,4281	1,15644	0,163545	40,4207	1,15009	0,162647
110592	37,5675	1,31763	0,186341	37,4044	1,10381	0,156103	39,3482	1,12572	0,1592
111104	37,5349	1,10461	0,156216	37,6176	1,08496	0,153437	39,7808	1,13978	0,161189
111616	37,837	1,08162	0,152965	37,5821	1,09752	0,155213	39,5053	1,09053	0,154225
112128	37,8814	1,13865	0,161029	37,6119	1,06181	0,150163	40,4416	1,33877	0,18933
112640	38,0296	1,16504	0,164761	37,7244	1,07943	0,152655	39,8667	1,14297	0,161641
113152	37,7156	1,1026	0,155932	37,9911	1,12638	0,159295	40,5274	1,26992	0,179593
113664	37,9229	1,05804	0,149629	37,9911	1,05445	0,149122	40,8088	1,7026	0,240784
114176	38,2104	1,08025	0,15277	37,9319	1,04453	0,147718	40,2341	1,16535	0,164806
114688	38,1452	1,0647	0,150572	38,1749	1,07142	0,151522	41,5851	1,60939	0,227602
115200	38,5185	1,19094	0,168425	38,4296	1,06915	0,1512	40,5836	1,09947	0,155488
115712	38,4742	1,11958	0,158332	38,6103	1,07998	0,152732	42,0593	1,59345	0,225347
116224	38,5334	1,08211	0,153033	38,4917	1,10849	0,156765	40,7378	1,22134	0,172723
116736	38,8889	1,15763	0,163713	38,5985	1,08331	0,153203	40,8533	1,07226	0,151641
117248	38,8177	1,15287	0,16304	38,6934	1,07653	0,152244	41,1821	1,14462	0,161873
117760	38,9037	1,09108	0,154302	38,9097	1,06101	0,15005	43,9377	1,17233	0,165793
118272	38,954	1,22513	0,173259	39,0608	1,07022	0,151352	41,203	1,12535	0,159148
118784	39,2533	1,21425	0,171721	39,1674	1,09513	0,154875	41,3067	1,13846	0,161003
119296	39,0726	1,13016	0,159829	39,2178	1,07453	0,151961	45,0962	1,3744	0,19437
119808	39,2503	1,03875	0,146902	39,1911	1,07462	0,151974	42,3733	1,35262	0,19129
120320	39,4339	1,1751	0,166184	39,3718	1,14615	0,16209	41,6385	1,11198	0,157257
120832	39,5822	1,22366	0,173051	39,4726	1,08379	0,153271	41,5585	1,09406	0,154723
121344	39,8399	1,21016	0,171142	39,6207	1,11521	0,157715	42,5927	1,26252	0,178547
121856	39,5703	1,04769	0,148165	39,7303	1,07323	0,151778	42,2934	1,29361	0,182944
122368	39,9468	1,07947	0,15266	39,914	1,09	0,154149	42,8592	1,08824	0,153901
122880	40,1067	1,10413	0,156148	39,9674	1,07685	0,152289	45,0399	1,24474	0,176032
123392	40,0355	1,17929	0,166777	40,0059	1,06278	0,1503	45,7629	1,17008	0,165474
123904	40,3555	1,12178	0,158644	40,2015	1,09228	0,154472	45,1229	1,44042	0,203707
124416	40,3881	1,1211	0,158548	40,2786	1,09342	0,154633	43,9704	1,28669	0,181966
124928	40,4178	1,14069	0,161318	40,6785	1,05184	0,148753	43,8312	1,27618	0,180479
125440	40,5067	1,14246	0,161568	40,2905	1,1046	0,156214	45,7984	1,35351	0,191415
125952	40,6193	1,08734	0,153773	40,6846	1,08163	0,152965	47,0844	1,24005	0,17537
126464	40,8356	1,29143	0,182636	40,7852	1,08349	0,153228	44,7971	1,43378	0,202767
126976	40,8118	1,15237	0,162969	40,64	1,07509	0,15204	44,7496	1,08267	0,153113
127488	41,0192	1,07732	0,152355	40,8059	1,07294	0,151736	43,1823	1,30206	0,184139
128000	41,0341	1,07235	0,151653	40,8385	1,06101	0,15005	46,1896	1,16712	0,165056
128512	41,2177	1,13227	0,160127	41,2178	1,13428	0,160412	46,2312	1,30579	0,184667
129024	41,1379	1,19698	0,169278	41,1585	1,07529	0,15207	45,2889	1,31127	0,185442
129536	41,4135	1,10427	0,156168	41,1823	1,06895	0,151173	45,5971	1,13388	0,160355
130048	41,766	1,27359	0,180113	41,5466	1,11552	0,157759	44,6311	1,25484	0,177461
130560	41,8488	1,238	0,17508	41,5999	1,08119	0,152903	46,8622	1,24078	0,175472
131072	41,8251	1,1456	0,162012	41,4992	1,05862	0,149711	47,1052	1,32872	0,187909
131072	41,5259	1,06332	0,150376	41,5141	1,0477	0,148167	47,0578	1,25334	0,177249
262144	65,7896	1,11103	0,157124	65,8459	1,10339	0,156043	103,073	1,41656	0,200332
393216	93,4104	1,1171	0,157982	93,2919	1,07798	0,15245	166,205	1,30897	0,185116
524288	120,904	1,2621	0,178488	121,01	1,55628	0,220091	229,093	1,21685	0,172089
655360	148,207	1,1163	0,157868	148,216	1,11878	0,15822	291,404	1,48365	0,20982
786432	175,55	1,12465	0,159049	175,689	1,49384	0,211261	354,089	1,83736	0,259842
917504	202,598	1,04804	0,148216	202,868	1,08109	0,152889	416,874	1,32895	0,187941
1048576	230,379	1,31191	0,185531	230,249	1,11583	0,157803	479,47	1,43411	0,202814
1179648	257,653	1,10723	0,156585	257,573	1,10619	0,156439	541,724	1,61146	0,227895
1310720	285,034	1,2078	0,170809	285,156	1,0903	0,154192	604,424	1,32912	0,187966
1441792	312,599	1,32505	0,187391	312,533	1,38446	0,195792	667,804	1,84823	0,261379
1572864	339,71	1,12792	0,159512	339,624	1,17198	0,165744	730,388	1,56321	0,221071
1703936	367,259	1,08622	0,153615	367,025	1,1054	0,156327	792,172	1,86203	0,263331
1835008	394,329	1,10615	0,156434	394,569	1,18807	0,168019	855,102	1,3177	0,186351
1966080	421,926	1,2919	0,182702	421,855	1,14412	0,161803	917,473	1,39667	0,197519
2097152	448,981	1,05427	0,149097	449,384	1,11215	0,157282	981,473	1,70753	0,241481
2228224	476,915	1,54423	0,218387	476,791	1,11902	0,158253	1043,36	1,24511	0,176085
2359296	504,003	1,20033	0,169753	504,05	1,17933	0,166783	1105,67	1,46448	0,207108
2490368	531,482	1,21735	0,17216	531,434	1,16372	0,164576	1168,43	1,32021	0,186705
2621440	558,806	1,09917	0,155446	558,64	1,12267	0,15877	1231,92	1,73854	0,245867
2752512	586,139	1,37747	0,194804	586,139	1,3088	0,185092	1293,7	1,38876	0,1964
2883584	613,585	1,4226	0,201186	613,354	1,10454	0,156206	1356,89	1,68663	0,238526
3014656	641,155	1,64095	0,232066	640,915	1,28064	0,18111	1418,88	1,4528	0,205457
3145728	668,249	1,42548	0,201593	668,347	1,09129	0,154332	1482,37	1,87031	0,264502
3276800	695,745	1,12395	0,15895	695,917	1,59707	0,22586	1544,15	1,67568	0,236977
3407872	722,978	1,14878	0,162463	722,966	1,09086	0,154271	1606,86	1,64175	0,232179
3538944	750,687	1,55138	0,219399	750,225	1,16363	0,164562	1650,62	129,906	18,3715
3670016	777,896	1,32613	0,187543	778,101	1,26833	0,179369	1712,95	134,617	19,0377
3801088	805,153	1,29547	0,183207	805,369	1,11727	0,158006	1794,47	1,87451	0,265096
3932160	832,406	1,07521	0,152058	832,426	1,20155	0,169925	1857,91	1,34961	0,190864
4063232	860,065	1,40548	0,198765	859,84	1,12348	0,158884	1920,94	1,973	0,279024
4194304	887,541	1,73608	0,245518	887,325	1,12754	0,159459	1983,03	1,51243	0,21389
4325376	914,877	1,53821	0,217536	914,622	1,1083	0,156737	2045,76	1,71018	0,241856
4456448	941,982	1,23475	0,17462	942,003	1,16697	0,165034	2107,91	1,53168	0,216612
4587520	969,663	1,35157	0,19114	969,414	1,33183	0,188349	2170,44	1,45472	0,205729
4718592	996,586	1,09465	0,154807	996,811	1,2111	0,171276	2233,68	2,18181	0,308555
4849664	1024,05	1,29962	0,183793	1024,17	1,09405	0,154722	2295,62	1,889	0,267145
4980736	1051,44	1,10197	0,155842	1051,44	1,11353	0,157476	2358,95	1,47027	0,207927
