1	11937
2	3513
3	1563,41
4	880,281
5	564,109
6	412,8
7	318,297
8	248,478
9	203,825
10	168,956
11	144,244
12	122,43
13	106,918
14	95,6764
15	87,0414
16	75,8281
17	71,9373
18	66,4607
19	62,0722
20	58,2419
21	55,7902
22	53,2765
23	52,2314
24	50,2627
25	48,5461
26	45,8783
27	43,4368
28	42,0341
29	40,1135
30	39,0263
31	37,1167
32	34,9335
33	35,0242
34	33,7559
35	32,6601
36	31,4855
37	30,6402
38	29,6285
39	28,8246
40	27,8576
41	27,2378
42	26,5704
43	25,9417
44	24,9659
45	24,7856
46	23,8927
47	23,5322
48	23,3155
49	23,2703
50	22,5038
51	21,4409
52	20,6201
53	20,5015
54	19,8032
55	19,704
56	19,3447
57	19,011
58	18,6381
59	18,3152
60	18,0204
61	17,7168
62	17,1622
63	17,069
64	16,3511
65	17,3061
66	17,0439
67	16,7353
68	16,4265
69	16,2021
70	15,9404
71	15,7054
72	15,4231
73	15,0527
74	15,0288
75	14,6231
76	14,1812
77	14,393
78	14,1681
79	14,0038
80	13,7407
81	13,6211
82	13,4605
83	13,2758
84	12,9292
85	12,9837
86	12,6551
87	12,6944
88	12,3622
89	12,4334
90	12,2993
91	12,1901
92	12,0708
93	11,8019
94	11,8378
95	11,7273
96	11,4807
97	11,442
98	11,2818
99	11,1082
100	10,7578
101	10,7717
102	10,5745
103	10,3667
104	10,1784
105	9,96969
106	10,0173
107	9,9169
108	9,82475
109	9,75696
110	9,64167
111	9,58425
112	9,48183
113	9,41092
114	9,33286
115	9,247
116	9,10572
117	9,04468
118	8,99038
119	8,94362
120	8,86232
121	8,77887
122	8,64138
123	8,64422
124	8,56485
125	8,49121
126	8,4222
127	8,35026
128	8,09
129	8,37467
130	8,43868
131	8,36076
132	8,31042
133	8,24171
134	8,1868
135	8,13689
136	8,06675
137	7,91857
138	7,95635
139	7,79914
140	7,74011
141	7,8085
142	7,75574
143	7,7277
144	7,66103
145	7,63357
146	7,45577
147	7,49237
148	7,42773
149	7,33906
150	7,24219
151	7,2084
152	7,12828
153	6,9581
154	6,95098
155	6,97633
156	6,83392
157	6,88815
158	6,81478
159	6,79076
160	6,7293
161	6,70033
162	6,66087
163	6,62689
164	6,58293
165	6,52924
166	6,49306
167	6,45145
168	6,38707
169	6,3552
170	6,32558
171	6,19342
172	6,22944
173	6,20551
174	6,16799
175	6,13894
176	6,09268
177	6,05854
178	6,02587
179	5,98755
180	5,9364
181	5,91332
182	5,87028
183	5,84902
184	5,81251
185	5,78889
186	5,72941
187	5,61298
188	5,66684
189	5,64883
190	5,61966
191	5,58646
192	5,52449
193	5,65121
194	5,5359
195	5,4994
196	5,54983
197	5,50558
198	5,46532
199	5,41594
200	5,38705
201	5,3563
202	5,32603
203	5,29036
204	5,26092
205	5,23209
206	5,20583
207	5,18297
208	5,0751
209	5,12771
210	5,10287
211	5,08121
212	5,05407
213	5,03787
214	5,01182
215	4,97541
216	4,95742
217	4,92776
218	4,91701
219	4,88728
220	4,86316
221	4,84221
222	4,81767
223	4,79696
224	4,69673
225	4,75021
226	4,73451
227	4,70465
228	4,68377
229	4,67354
230	4,64238
231	4,62669
232	4,61065
233	4,5864
234	4,57141
235	4,54647
236	4,52699
237	4,50259
238	4,49645
239	4,46559
240	4,44386
241	4,43175
242	4,41386
243	4,38939
244	4,37259
245	4,35681
246	4,33828
247	4,31364
248	4,29783
249	4,21542
250	4,25883
251	4,24486
252	4,22487
253	4,20949
254	4,19346
255	4,17148
256	4,14613

