512	0,000347201	-0,000474561	2,88785e-005	-0,0019618
1024	0,000468615	0,000202481	0,000364508	-0,000949105
1536	0,000148618	-9,59511e-006	-2,30831e-005	-0,000354944
2048	-4,33465e-005	7,24662e-006	-3,90215e-005	-0,00069447
2560	-5,20542e-005	-1,50234e-005	5,78985e-006	-0,000550961
3072	4,92179e-005	5,59483e-005	8,01111e-005	-0,000432988
3584	9,42536e-005	0,000103366	8,26892e-005	-0,000367901
4096	1,59144e-005	9,42405e-006	6,29309e-005	-0,000315366
4608	-8,33761e-006	1,02992e-005	-1,99473e-005	-0,000372301
5120	3,8787e-005	3,06889e-005	5,14969e-005	-0,000196749
5632	2,05111e-005	4,10371e-005	1,84165e-005	-0,000179396
6144	3,66376e-005	1,97593e-005	3,85713e-005	-0,000217027
6656	5,20945e-005	3,47269e-005	3,65081e-005	-0,000152247
7168	3,10091e-005	6,53232e-005	3,88646e-005	-0,000143013
7680	7,58717e-007	1,3495e-005	1,69774e-005	-0,000180952
8192	2,89315e-005	2,8946e-005	8,68295e-006	-0,000128042
8704	4,41951e-006	2,55377e-005	-4,76465e-006	-0,000146043
9216	-2,02426e-005	-4,48691e-006	9,9786e-006	-0,000116699
9728	4,69116e-005	1,9496e-005	4,08221e-005	-0,000109947
10240	1,18555e-005	1,21465e-005	8,40183e-006	-0,000167255
10752	-1,18493e-005	-2,86587e-005	3,72059e-005	-0,000151289
11264	2,41963e-005	5,53239e-006	1,68469e-005	-0,000102855
11776	1,68529e-005	1,58417e-005	1,13226e-005	-0,000118249
12288	1,9774e-005	5,30497e-006	1,4714e-005	-9,71658e-005
12800	1,52864e-005	1,01912e-005	1,52799e-005	-8,60956e-005
13312	2,78186e-005	2,46984e-005	3,47173e-005	-7,18957e-005
13824	2,0354e-005	1,9071e-005	1,05075e-005	-0,000111029
14336	-1,07552e-005	7,64137e-006	-2,68873e-006	-0,000102312
14848	-5,79963e-006	-1,2974e-005	5,97177e-006	-0,000100184
15360	-1,25392e-005	1,54426e-006	-8,30218e-006	-9,18237e-005
15872	6,16548e-006	-5,53746e-007	1,28852e-005	-7,09361e-005
16384	-1,37417e-005	-1,12145e-005	-1,44565e-006	-8,10195e-005
16896	2,10219e-006	1,92898e-005	7,54247e-006	-0,000109423
17408	1,15782e-005	1,0385e-005	6,81093e-006	-8,527e-005
17920	2,21576e-005	6,78003e-006	2,67767e-005	-8,8626e-005
18432	7,87568e-006	-4,81597e-007	5,46376e-006	-7,00832e-005
18944	2,03348e-005	7,041e-006	3,60366e-006	-7,42901e-005
19456	7,76311e-006	-1,67775e-006	4,72524e-006	-7,99498e-005
19968	-5,04825e-006	-2,07241e-006	1,93276e-006	-9,34815e-005
20480	6,79698e-006	1,25907e-005	-7,22893e-007	-6,79996e-005
20992	7,33791e-006	1,97589e-005	7,19672e-006	-4,63008e-005
21504	1,92527e-006	-2,34268e-006	2,06381e-006	-6,43485e-005
22016	-1,21254e-006	1,88292e-006	2,15131e-006	-6,28508e-005
22528	3,94695e-006	6,58022e-007	-3,29079e-006	-5,98436e-005
23040	1,09295e-005	1,51777e-005	8,87563e-006	-4,48805e-005
23552	1,25797e-005	-1,88726e-006	-4,99675e-007	-4,59174e-005
24064	9,3611e-006	1,10982e-006	5,29594e-006	-3,8169e-005
24576	-1,4951e-005	-6,87409e-006	-1,18121e-005	-5,03979e-005
25088	-1,65357e-006	1,14588e-005	2,59554e-006	-3,75572e-005
25600	7,87169e-006	3,70368e-006	4,28647e-006	-4,53675e-005
26112	1,20314e-005	1,60019e-005	2,15906e-006	-4,70916e-005
26624	1,32451e-005	2,58211e-005	1,12398e-005	-4,01765e-005
27136	2,94593e-006	3,38242e-006	1,52709e-006	-4,88068e-005
27648	1,56531e-005	1,14641e-005	4,31996e-007	-3,56888e-005
28160	-1,16256e-006	-1,49012e-009	5,78612e-006	-3,7778e-005
28672	9,19561e-006	-5,15554e-007	3,20588e-006	-4,4431e-005
29184	3,65837e-006	1,62776e-006	2,84011e-006	-4,48765e-005
29696	2,59075e-006	5,48568e-006	3,19373e-006	-4,47953e-005
30208	2,1536e-006	-5,93142e-007	4,99795e-006	-4,81641e-005
30720	-3,37437e-006	4,73e-006	-3,46887e-006	-4,36854e-005
31232	5,4112e-006	8,06483e-006	1,39516e-005	-3,13062e-005
31744	-6,50364e-007	4,94755e-006	-4,67464e-007	-3,60287e-005
32256	5,88241e-006	7,53573e-006	2,30093e-006	-3,41656e-005
32768	-2,80282e-006	3,34531e-006	-5,24544e-006	-3,78889e-005
33280	5,52249e-006	1,7839e-006	2,76302e-006	-3,45431e-005
33792	1,01599e-009	2,71608e-006	-1,14186e-006	-3,99839e-005
34304	7,94899e-006	8,80725e-008	1,55706e-006	-3,1609e-005
34816	-7,66314e-007	4,17265e-006	1,9629e-006	-3,26784e-005
35328	1,10737e-005	4,22739e-007	5,78575e-006	-2,85141e-005
35840	5,20923e-006	4,13656e-006	7,35915e-006	-3,33143e-005
36352	1,05788e-006	3,50377e-006	7,57409e-006	-3,45577e-005
36864	9,08205e-006	8,35986e-006	1,51903e-005	-2,35523e-005
37376	-5,57263e-007	-5,4726e-006	-1,90408e-006	-2,57652e-005
37888	4,0652e-006	9,45992e-006	6,25416e-006	-3,52687e-005
38400	7,71751e-006	-3,00785e-006	7,48207e-006	-3,04751e-005
38912	6,17006e-006	6,47152e-006	2,05411e-006	-2,4748e-005
39424	1,72786e-006	1,35223e-006	2,2554e-006	-2,26975e-005
39936	8,93974e-007	5,93744e-006	6,75443e-006	-2,70792e-005
40448	3,15075e-006	1,31847e-006	1,97591e-006	-2,17581e-005
40960	7,96653e-007	4,26946e-006	5,20796e-006	-2,61133e-005
41472	2,8441e-007	2,4987e-006	-3,86179e-006	-2,84388e-005
41984	-1,76561e-006	6,34935e-006	-7,78677e-007	-2,91488e-005
42496	8,50731e-006	1,39496e-006	8,09079e-006	-2,89324e-005
43008	7,44224e-006	3,37644e-006	2,41213e-006	-2,25981e-005
43520	1,31384e-005	8,10308e-006	5,51483e-006	-2,58686e-005
44032	3,49735e-006	6,25771e-006	9,82688e-006	-2,41573e-005
44544	4,52379e-006	7,99524e-007	3,0615e-006	-2,38104e-005
45056	-7,2186e-007	3,15727e-006	3,68203e-006	-1,92028e-005
45568	6,88894e-006	2,01141e-006	2,20437e-006	-2,47777e-005
46080	-3,88672e-007	8,96967e-007	-2,70282e-006	-2,55289e-005
46592	1,23631e-007	5,97447e-006	2,98727e-006	-2,40403e-005
47104	4,27728e-006	1,76093e-006	1,06973e-006	-2,1323e-005
47616	9,58073e-006	4,10503e-006	9,95662e-006	-1,79206e-005
48128	2,39917e-006	6,70893e-006	5,9118e-006	-2,1485e-005
48640	-2,86181e-006	2,86455e-006	8,77153e-006	-2,47892e-005
49152	7,65493e-006	4,9416e-006	1,5668e-006	-1,72424e-005
49664	2,97639e-007	4,23784e-006	8,23512e-006	-2,21923e-005
50176	-3,71951e-006	-4,25109e-006	-2,30307e-006	-3,09461e-005
50688	3,50855e-007	5,08709e-006	8,82638e-006	-1,60753e-005
51200	3,01048e-006	5,32635e-006	2,25745e-006	-2,11784e-005
51712	1,31418e-006	3,99823e-007	-7,45427e-007	-2,79049e-005
52224	4,20089e-006	1,87265e-006	-4,51418e-007	-2,25218e-005
52736	-1,1246e-006	2,75201e-006	1,51652e-006	-2,59018e-005
53248	2,17285e-006	1,44978e-006	7,80448e-007	-2,5595e-005
53760	-2,2588e-006	-4,07923e-006	-8,48884e-006	-3,49407e-005
54272	5,62287e-006	7,15298e-006	7,4801e-006	-1,87249e-005
54784	-1,18973e-006	-3,78462e-006	6,49523e-007	-2,61239e-005
55296	4,0198e-006	4,71774e-006	1,87755e-006	-2,58799e-005
55808	3,82003e-006	5,46586e-006	8,22756e-006	-1,91671e-005
56320	-1,37077e-006	-8,43203e-007	-1,63053e-006	-1,67849e-005
56832	4,43115e-006	5,47316e-006	2,03253e-006	-2,16887e-005
57344	-1,9625e-006	5,69105e-007	-4,13574e-007	-2,03584e-005
57856	1,33128e-006	4,14819e-006	6,91546e-006	-1,83344e-005
58368	1,87644e-006	9,15114e-007	1,1168e-006	-1,85295e-005
58880	4,47968e-006	3,21995e-006	4,78081e-006	-1,44914e-005
59392	7,48456e-006	5,03871e-006	3,14119e-006	-1,87599e-005
59904	1,43255e-006	-1,88054e-006	3,01621e-006	-1,8155e-005
60416	2,304e-006	2,43217e-007	2,15555e-006	-1,83909e-005
60928	4,28051e-006	3,59838e-006	1,84856e-006	-1,29354e-005
61440	-2,9405e-006	-4,82208e-006	-1,4474e-006	-1,93865e-005
61952	4,44954e-006	2,87149e-006	3,11225e-006	-2,3003e-005
62464	-4,64623e-006	9,96912e-007	-1,66026e-006	-1,51313e-005
62976	3,76139e-006	2,82177e-006	4,6574e-006	-1,50583e-005
63488	-2,19095e-006	3,25903e-007	3,17479e-006	-1,60071e-005
64000	2,87199e-006	1,99187e-006	2,50101e-006	-2,03687e-005
64512	3,5479e-010	-4,5905e-006	-2,38785e-006	-2,0804e-005
65024	6,24206e-006	4,83091e-006	5,78576e-006	-1,93214e-005
65536	-1,94495e-006	-7,6904e-007	2,5765e-006	-2,13407e-005
66048	2,73696e-006	5,15823e-006	2,01893e-006	-1,99636e-005
66560	-1,55855e-006	-1,1569e-006	2,13866e-006	-1,84732e-005
67072	1,36784e-006	4,4203e-007	4,41347e-008	-2,01444e-005
67584	-1,40331e-006	-1,75439e-006	-7,90665e-007	-1,63547e-005
68096	3,74232e-006	4,34968e-006	3,8724e-006	-1,56649e-005
68608	2,8062e-006	3,88731e-006	3,23878e-006	-1,46418e-005
69120	3,68842e-006	-8,11285e-007	3,602e-006	-1,82152e-005
69632	1,23406e-006	8,93522e-007	2,85193e-006	-1,47228e-005
70144	1,81794e-006	1,77552e-006	3,8867e-006	-1,12363e-005
70656	7,12913e-006	2,30698e-006	2,85379e-006	-1,63529e-005
71168	4,4548e-006	-6,65835e-007	-1,24891e-006	-1,58211e-005
71680	7,011e-007	4,79466e-006	1,1558e-006	-1,10782e-005
72192	4,79997e-006	2,74911e-006	4,22728e-006	-1,31752e-005
72704	-8,95959e-007	-1,71091e-006	3,34374e-006	-1,67889e-005
73216	-3,23136e-007	4,20994e-006	1,25524e-006	-1,20595e-005
73728	6,91228e-006	4,30023e-006	4,86409e-006	-1,16133e-005
