512	15,123	1,07075	0,151427
1024	15,4281	1,30334	0,18432
1536	15,1497	1,08847	0,153932
2048	15,1585	0,966245	0,136648
2560	15,1379	0,99662	0,140943
3072	15,0429	0,946156	0,133807
3584	15,2118	0,953882	0,134899
4096	15,4696	1,15813	0,163785
4608	15,2504	0,982409	0,138934
5120	15,0874	0,849895	0,120193
5632	15,437	1,10696	0,156548
6144	15,3955	0,978556	0,138389
6656	15,1912	0,887989	0,125581
7168	15,3452	1,01946	0,144173
7680	15,5733	1,061	0,150048
8192	15,5615	1,06791	0,151025
8704	15,7748	1,13621	0,160684
9216	16,0059	1,19831	0,169466
9728	15,8518	0,937782	0,132622
10240	16,1008	1,17506	0,166179
10752	16,3201	1,16498	0,164754
11264	16,231	1,01254	0,143195
11776	16,4029	1,07418	0,151912
12288	16,3111	0,929397	0,131437
12800	16,4267	0,997408	0,141055
13312	16,4385	0,888336	0,12563
13824	16,6786	1,05733	0,149529
14336	16,7407	0,91073	0,128797
14848	17,0992	1,18339	0,167357
15360	17,1111	1,07325	0,151781
15872	17,443	1,30967	0,185215
16384	17,2385	0,931604	0,131749
16896	17,3393	1,06781	0,151011
17408	17,5644	1,14718	0,162236
17920	17,7569	1,18743	0,167927
18432	17,6148	0,947622	0,134014
18944	17,843	0,974467	0,13781
19456	17,9378	1,09156	0,15437
19968	17,8904	0,90468	0,127941
20480	18,1481	1,04947	0,148417
20992	18,1985	0,970951	0,137313
21504	18,3229	0,973266	0,137641
22016	18,5778	1,06704	0,150903
22528	18,5986	1,04893	0,148341
23040	18,7497	1,1128	0,157373
23552	18,5778	0,869011	0,122897
24064	18,8474	1,04891	0,148338
24576	18,9748	1,06403	0,150476
25088	19,1378	1,05673	0,149444
25600	19,4193	1,14047	0,161287
26112	19,1941	0,95463	0,135005
26624	19,2385	0,889901	0,125851
27136	19,5289	1,14934	0,162541
27648	19,7156	1,07907	0,152603
28160	19,7097	0,970366	0,13723
28672	19,8814	1,03636	0,146563
29184	19,9554	0,973679	0,137699
29696	20,0771	1,05017	0,148516
30208	20,3941	1,27954	0,180954
30720	20,0741	0,831684	0,117618
31232	20,4237	1,10388	0,156112
