512	0,177767	0,406656	-0,242975	0,454756	0,0147858	0,399411	-1,00444	0,338209
1024	0,479862	0,16306	0,20734	0,148863	0,373257	0,164377	-0,971884	0,179951
1536	0,228277	0,149963	-0,0147381	0,144201	-0,0354557	0,147415	-0,545195	0,242468
2048	-0,0887737	0,153309	0,0148411	0,171958	-0,079916	0,149721	-1,42228	0,159563
2560	-0,133259	0,151713	-0,0384598	0,163073	0,014822	0,160655	-1,41046	0,153067
3072	0,151197	0,167912	0,171873	0,15686	0,246101	0,156666	-1,33014	0,153874
3584	0,337805	0,161822	0,370462	0,176058	0,296358	0,165849	-1,31856	0,14552
4096	0,0651855	0,152497	0,0386009	0,148593	0,257765	0,157645	-1,29174	0,179505
4608	-0,0384197	0,15385	0,0474586	0,170926	-0,091917	0,146414	-1,71556	0,144312
5120	0,198589	0,152836	0,157127	0,156427	0,263664	0,164008	-1,00735	0,155412
5632	0,115519	0,149514	0,231121	0,153363	0,103722	0,139363	-1,01036	0,15001
6144	0,225101	0,157901	0,121401	0,15732	0,236982	0,161987	-1,33342	0,144504
6656	0,346741	0,150194	0,231142	0,156031	0,242998	0,1466	-1,01336	0,160366
7168	0,222273	0,145815	0,468237	0,170573	0,278582	0,151493	-1,02512	0,156816
7680	0,00582695	0,151433	0,103642	0,152485	0,130386	0,168258	-1,38972	0,161649
8192	0,237007	0,147901	0,237125	0,156915	0,0711308	0,156293	-1,04892	0,161467
8704	0,0384674	0,15293	0,222281	0,184456	-0,0414715	0,143988	-1,27116	0,166662
9216	-0,186556	0,158214	-0,0413513	0,151149	0,0919628	0,158161	-1,0755	0,166863
9728	0,456356	0,154558	0,189657	0,145416	0,397118	0,147173	-1,06956	0,156399
10240	0,121401	0,172414	0,12438	0,156605	0,0860348	0,159236	-1,7127	0,151884
10752	-0,127403	0,14405	-0,308138	0,143423	0,400038	0,171238	-1,62666	0,150578
11264	0,272547	0,157764	0,0623169	0,15709	0,189764	0,162306	-1,15856	0,176274
11776	0,19846	0,156421	0,186552	0,168465	0,133335	0,156851	-1,39251	0,166279
12288	0,242983	0,158711	0,0651875	0,157	0,180805	0,156804	-1,19397	0,16434
12800	0,195665	0,148998	0,130447	0,148111	0,195583	0,151666	-1,10202	0,160226
13312	0,370321	0,166348	0,328785	0,16222	0,462156	0,14771	-0,957075	0,170168
13824	0,281374	0,15708	0,263638	0,149813	0,145256	0,155993	-1,53486	0,167424
14336	-0,154186	0,145313	0,109547	0,16682	-0,0385456	0,152035	-1,46675	0,163908
14848	-0,086113	0,155218	-0,192638	0,15895	0,0886688	0,160349	-1,48753	0,163151
15360	-0,192602	0,144428	0,0237198	0,156375	-0,127522	0,149553	-1,41041	0,166765
15872	0,0978584	0,161103	-0,00878906	0,14885	0,204514	0,158083	-1,1259	0,154883
16384	-0,225143	0,141326	-0,183739	0,153901	-0,0236855	0,151985	-1,32742	0,164936
16896	0,0355186	0,153131	0,32592	0,165313	0,127438	0,14865	-1,84882	0,141963
17408	0,201553	0,155978	0,180782	0,155064	0,118565	0,144855	-1,48438	0,152
17920	0,397064	0,142971	0,121498	0,156218	0,479839	0,157291	-1,58818	0,144212
18432	0,145164	0,159383	-0,0088768	0,143102	0,100708	0,146396	-1,29177	0,159486
18944	0,385223	0,176763	0,133385	0,152574	0,0682678	0,173519	-1,40735	0,160352
19456	0,151039	0,162214	-0,0326424	0,172032	0,0919342	0,173585	-1,5555	0,147342
19968	-0,100803	0,1741	-0,0413818	0,159815	0,0385933	0,16924	-1,86664	0,137489
20480	0,139202	0,169429	0,257858	0,159006	-0,0148048	0,158894	-1,39263	0,176802
20992	0,154037	0,150187	0,41478	0,199094	0,151073	0,152946	-0,971947	0,167738
21504	0,0414009	0,157964	-0,0503769	0,176297	0,0443802	0,160059	-1,38375	0,173279
22016	-0,0266953	0,162234	0,0414543	0,150664	0,0473633	0,170696	-1,38372	0,149998
22528	0,0889168	0,180488	0,0148239	0,16892	-0,0741348	0,157031	-1,34816	0,158565
23040	0,251816	0,176561	0,349693	0,160377	0,204494	0,159039	-1,03405	0,171679
23552	0,296276	0,170997	-0,0444489	0,172654	-0,0117683	0,172007	-1,08145	0,173867
24064	0,225266	0,162985	0,0267067	0,159828	0,127441	0,158828	-0,918499	0,163699
24576	-0,367435	0,177241	-0,168938	0,166152	-0,290295	0,170324	-1,23858	0,159445
25088	-0,0414848	0,165276	0,287479	0,186021	0,0651169	0,164656	-0,942234	0,175057
25600	0,201515	0,160412	0,0948143	0,183943	0,109734	0,194457	-1,16141	0,158148
26112	0,314163	0,175389	0,417843	0,187741	0,0563774	0,156392	-1,22966	0,172991
26624	0,352638	0,176086	0,687462	0,167441	0,299248	0,185155	-1,06966	0,168377
27136	0,0799408	0,157476	0,0917854	0,176433	0,0414391	0,155673	-1,32442	0,167094
27648	0,432777	0,163515	0,316959	0,173574	0,0119438	0,16979	-0,986725	0,169166
28160	-0,0327377	0,154628	-4,19617e-005	0,158773	0,162937	0,166884	-1,06383	0,165266
28672	0,263657	0,196411	-0,014782	0,163276	0,0919189	0,153317	-1,27393	0,178749
29184	0,106766	0,167235	0,0475044	0,153787	0,0828857	0,163484	-1,30968	0,158514
29696	0,0769348	0,150588	0,162903	0,15136	0,094841	0,163962	-1,33024	0,16425
30208	0,0650558	0,168158	-0,0179176	0,157724	0,150978	0,154115	-1,45494	0,162482
30720	-0,103661	0,161847	0,145306	0,156654	-0,106564	0,158879	-1,34201	0,167226
31232	0,169003	0,184061	0,251881	0,165336	0,435738	0,174058	-0,977757	0,173285
31744	-0,0206451	0,142295	0,157055	0,175203	-0,0148392	0,168091	-1,1437	0,182847
32256	0,189743	0,161361	0,243073	0,153044	0,0742188	0,170478	-1,10205	0,155723
32768	-0,0918427	0,165192	0,109619	0,182428	-0,171883	0,176171	-1,24154	0,18453
33280	0,183788	0,191472	0,0593681	0,143507	0,0919533	0,187942	-1,14959	0,187115
33792	3,43323e-005	0,167907	0,0917816	0,160719	-0,0385857	0,155396	-1,35114	0,17336
34304	0,272682	0,154424	0,00302124	0,165995	0,0534134	0,165661	-1,08432	0,170937
34816	-0,02668	0,162987	0,145275	0,167016	0,0683403	0,178386	-1,13773	0,199086
35328	0,391212	0,171951	0,0149345	0,154643	0,204399	0,166619	-1,00735	0,173292
35840	0,186699	0,161867	0,148254	0,171322	0,263752	0,161197	-1,19398	0,184442
36352	0,038456	0,170473	0,127369	0,159063	0,275333	0,170844	-1,25624	0,162934
36864	0,334801	0,158517	0,308178	0,191159	0,559975	0,158271	-0,868233	0,167654
37376	-0,0208282	0,165106	-0,204544	0,167982	-0,071167	0,174496	-0,963001	0,203692
37888	0,154022	0,169031	0,358418	0,156868	0,236958	0,153671	-1,33626	0,173376
38400	0,296352	0,176159	-0,115501	0,152785	0,287312	0,184811	-1,17024	0,168465
38912	0,240089	0,157793	0,25182	0,167233	0,0799294	0,164582	-0,962994	0,179893
39424	0,068119	0,15736	0,0533104	0,171741	0,0889168	0,180316	-0,894825	0,200386
39936	0,0357018	0,173688	0,237118	0,165954	0,269745	0,181287	-1,08144	0,188807
40448	0,127441	0,172321	0,0533295	0,161409	0,0799217	0,181006	-0,88007	0,176772
40960	0,0326309	0,146347	0,174877	0,161128	0,213318	0,163127	-1,0696	0,155709
41472	0,011795	0,170748	0,103626	0,167473	-0,160156	0,176527	-1,17941	0,167583
41984	-0,0741272	0,165395	0,266571	0,180272	-0,032692	0,173404	-1,22378	0,164241
42496	0,361526	0,150797	0,0592804	0,171411	0,343826	0,196334	-1,22951	0,166654
43008	0,320076	0,175074	0,145214	0,154339	0,103741	0,17523	-0,971897	0,183734
43520	0,571785	0,189102	0,352646	0,174582	0,240005	0,170591	-1,1258	0,167731
44032	0,153996	0,140532	0,275539	0,159577	0,432697	0,160009	-1,06369	0,172806
44544	0,201508	0,172563	0,035614	0,167571	0,136372	0,197524	-1,06061	0,194886
45056	-0,0325241	0,169591	0,142254	0,177639	0,165897	0,172899	-0,8652	0,194532
45568	0,313915	0,179515	0,0916557	0,15762	0,100449	0,180264	-1,12907	0,170459
46080	-0,01791	0,159997	0,0413322	0,164047	-0,124546	0,16768	-1,17637	0,165755
46592	0,00576019	0,165573	0,278362	0,157397	0,139183	0,17075	-1,12009	0,159537
47104	0,201477	0,17748	0,0829468	0,156995	0,0503883	0,181225	-1,0044	0,199961
47616	0,456196	0,180356	0,195465	0,167561	0,474094	0,185581	-0,85331	0,179163
48128	0,115467	0,191151	0,322887	0,182791	0,284523	0,167319	-1,03403	0,201044
48640	-0,139198	0,187008	0,139332	0,180714	0,426647	0,207252	-1,20575	0,155234
49152	0,376255	0,161601	0,242889	0,168349	0,0770111	0,190347	-0,847496	0,175674
49664	0,014782	0,16273	0,210468	0,184841	0,408989	0,187848	-1,10216	0,17458
50176	-0,18663	0,161012	-0,213303	0,152775	-0,115559	0,181546	-1,55275	0,175978
50688	0,0177841	0,161775	0,257854	0,17512	0,447392	0,185269	-0,814823	0,156061
51200	0,154137	0,169187	0,272709	0,208843	0,115582	0,176612	-1,08434	0,19359
51712	0,0679588	0,1704	0,0206757	0,172757	-0,0385475	0,163542	-1,44302	0,149972
52224	0,219387	0,178217	0,0977974	0,181016	-0,0235748	0,179097	-1,17618	0,216604
52736	-0,0593071	0,174299	0,14513	0,170147	0,0799751	0,16316	-1,36596	0,195117
53248	0,1157	0,178077	0,077198	0,19376	0,0415573	0,175367	-1,36288	0,186344
53760	-0,121433	0,181562	-0,219299	0,178401	-0,45636	0,168735	-1,87841	0,159596
54272	0,305164	0,160452	0,388206	0,180546	0,40596	0,172659	-1,01624	0,167517
54784	-0,0651779	0,18226	-0,207336	0,173041	0,0355835	0,171592	-1,43117	0,156462
55296	0,222279	0,177351	0,260872	0,189355	0,103821	0,170697	-1,43106	0,161401
55808	0,213188	0,156175	0,305038	0,182539	0,459164	0,185399	-1,06968	0,16371
56320	-0,0772018	0,17199	-0,0474892	0,183027	-0,0918312	0,139296	-0,945324	0,193292
56832	0,251831	0,185166	0,31105	0,170763	0,115513	0,174479	-1,23261	0,168254
57344	-0,112537	0,16272	0,0326347	0,187994	-0,023716	0,177054	-1,16743	0,188122
57856	0,0770226	0,181849	0,239998	0,167811	0,400101	0,204235	-1,06076	0,196534
58368	0,109524	0,17394	0,0534134	0,182493	0,0651855	0,196496	-1,08153	0,166082
58880	0,263763	0,184706	0,18959	0,159158	0,281494	0,19855	-0,853256	0,21272
59392	0,444523	0,196068	0,299259	0,167246	0,186562	0,180581	-1,11419	0,191171
59904	0,0858154	0,192606	-0,112652	0,189081	0,180683	0,166106	-1,08755	0,171535
60416	0,139198	0,180957	0,0146942	0,190435	0,13023	0,171904	-1,1111	0,17123
