60928	0,260803	0,165388	0,219242	0,183264	0,112629	0,18932	-0,788128	0,186552
61440	-0,180664	0,152059	-0,296268	0,178577	-0,0889282	0,172804	-1,1911	0,197277
61952	0,275658	0,168166	0,177895	0,165131	0,19281	0,186222	-1,42508	0,177931
62464	-0,290222	0,181935	0,0622711	0,205809	-0,103706	0,170166	-0,94516	0,187711
62976	0,236877	0,164872	0,177704	0,170724	0,293304	0,162414	-0,948311	0,174909
63488	-0,139099	0,167705	0,0206909	0,193585	0,201561	0,199395	-1,01626	0,172857
64000	0,183807	0,156506	0,12748	0,161714	0,160065	0,16153	-1,3036	0,177658
64512	2,28882e-005	0,183183	-0,296143	0,189677	-0,154045	0,18793	-1,34211	0,194685
65024	0,405884	0,185049	0,314125	0,198848	0,376213	0,2028	-1,25636	0,171151
65536	-0,127464	0,199287	-0,0503998	0,215624	0,168854	0,180679	-1,39858	0,218604
66048	0,180771	0,203274	0,340691	0,213882	0,133347	0,192335	-1,31856	0,170243
66560	-0,103737	0,199051	-0,0770035	0,175978	0,142349	0,163603	-1,22958	0,165148
67072	0,0917435	0,165866	0,0296478	0,180238	0,00296021	0,159445	-1,35113	0,16718
67584	-0,094841	0,204736	-0,118568	0,173619	-0,0534363	0,191877	-1,10532	0,208154
68096	0,254837	0,178372	0,296196	0,200036	0,263695	0,209887	-1,06672	0,199535
68608	0,192528	0,18959	0,266701	0,203836	0,222206	0,167194	-1,00455	0,215812
69120	0,254944	0,174978	-0,056076	0,174292	0,24897	0,177278	-1,25903	0,147601
69632	0,0859299	0,168848	0,0622177	0,173028	0,198586	0,142687	-1,02518	0,193739
70144	0,127518	0,21205	0,124542	0,157964	0,272629	0,169768	-0,788162	0,197852
70656	0,503716	0,208055	0,163002	0,187067	0,201637	0,195019	-1,15543	0,191524
71168	0,317039	0,218045	-0,0473862	0,176897	-0,0888824	0,17729	-1,12595	0,181729
71680	0,0502548	0,185823	0,343681	0,197375	0,0828476	0,174443	-0,794083	0,175518
72192	0,346519	0,192761	0,198463	0,16256	0,305176	0,19957	-0,951141	0,197394
72704	-0,0651398	0,188134	-0,12439	0,197576	0,243103	0,179182	-1,22062	0,176361
73216	-0,0236588	0,162925	0,308235	0,165294	0,0919037	0,176711	-0,88295	0,21219
73728	0,509628	0,249495	0,317047	0,185487	0,35862	0,179965	-0,856224	0,184224
74240	0,462234	0,184849	0,284538	0,182636	0,417854	0,199991	-0,47702	0,197662
74752	0,450439	0,165218	0,231094	0,247274	0,284424	0,224789	-1,05181	0,204619
75264	-0,151276	0,163188	-0,0446243	0,1779	0,177666	0,195393	-1,36902	0,18778
75776	0,0709991	0,196048	-0,0475006	0,136626	-0,382172	0,194682	-1,37193	0,182483
76288	0,142227	0,174387	0,447365	0,197595	0,201546	0,275814	-1,09321	0,186758
76800	0,0770721	0,243923	-0,177673	0,202109	0,26976	0,23039	-1,21767	0,1908
77312	0,485909	0,233262	0,0859222	0,189132	0,201447	0,245816	-1,01933	0,240313
77824	0,468002	0,32804	0,195587	0,283109	0,16584	0,303492	-1,30075	0,199057
78336	-0,059166	0,190436	0,15416	0,224857	0,0237427	0,210838	-1,38658	0,196969
78848	0,109604	0,237626	0,545166	0,229543	0,373451	0,223578	-0,800034	0,200609
79360	-0,159988	0,18584	-0,032547	0,208379	0,10965	0,192735	-1,19115	0,200986
79872	-0,251816	0,187228	0,0948257	0,21495	0,266769	0,191649	-1,1496	0,203541
80384	-0,160118	0,198235	-0,0208588	0,262237	-0,133331	0,218668	-1,20013	0,168155
80896	0,0918655	0,203563	0,136398	0,228821	0,222298	0,219842	-1,40448	0,212613
81408	0,0266571	0,171219	-0,139229	0,196543	0,19558	0,185658	-1,20586	0,256823
81920	0,068161	0,180886	-0,157051	0,165877	0,0888824	0,189405	-1,06072	0,187647
82432	0,317085	0,269683	0,210526	0,198012	0,130371	0,230117	-0,740707	0,207647
82944	0,325882	0,204685	0,456276	0,210504	0,0561981	0,157529	-1,12305	0,172885
83456	0,174805	0,202407	0,773392	0,304987	0,625214	0,242361	-0,962936	0,209298
83968	0,201515	0,168538	0,198502	0,17762	0,343781	0,198872	-1,09335	0,194369
84480	0,237221	0,218191	-0,0562973	0,171168	0,082962	0,248278	-0,998512	0,167041
84992	0,130371	0,173866	0,17485	0,185534	-0,0117569	0,19231	-1,08144	0,167396
85504	-0,198555	0,188175	-0,136436	0,255497	-0,148216	0,184119	-1,60905	0,187808
86016	0,266548	0,168234	0,450256	0,200117	0,394043	0,188988	-0,921501	0,176956
86528	-0,156914	0,175394	0,0325775	0,1687	-0,124374	0,198635	-1,28593	0,20009
87040	0,145279	0,185851	0,213478	0,159587	0,0978317	0,154992	-0,986595	0,208778
87552	0,118469	0,235417	0,0445251	0,24096	-0,231178	0,19559	-1,17336	0,26758
88064	-0,0949478	0,177484	0,0503998	0,165504	-0,0503387	0,176072	-1,4045	0,160987
88576	0,127258	0,216117	0,314133	0,209344	0,213379	0,223473	-1,15855	0,181695
89088	0,3853	0,240869	0,403069	0,252871	0,417931	0,18612	-0,731697	0,23622
89600	0,038353	0,228439	-0,249069	0,189724	0,0621262	0,198341	-1,18821	0,166212
90112	-0,195602	0,175183	-0,284439	0,164212	0,284409	0,174155	-1,4015	0,192392
90624	0,394127	0,248993	0,308258	0,23708	0,527397	0,266945	-1,15254	0,189076
91136	0,388214	0,264102	0,106583	0,200101	0,305145	0,193922	-0,885841	0,194025
91648	0,320152	0,254476	0,219337	0,190647	-0,0236206	0,223649	-1,09912	0,18411
92160	0,432648	0,214536	-0,145149	0,19977	-0,165985	0,183279	-0,832626	0,159333
92672	0,293304	0,184873	0,0236664	0,256606	0,476997	0,275974	-0,474091	0,211224
93184	0,16301	0,220506	0,16291	0,217266	0,352631	0,235641	-1,03702	0,265708
93696	0,441597	0,270356	0,788246	0,322657	0,646019	0,343237	-1,22365	0,187457
94208	-0,352425	0,239993	-0,355507	0,185087	-0,405914	0,198918	-1,02515	0,287226
94720	-0,127296	0,250925	0,260788	0,248421	0,0682983	0,188867	-1,04886	0,237455
95232	-0,165871	0,193054	0,0357208	0,213714	0,10672	0,206624	-0,711075	0,213767
95744	-0,0474243	0,233231	0,157013	0,197539	0,426727	0,24715	-0,571777	0,249099
96256	0,0624695	0,194424	0,38829	0,231283	0,14537	0,213504	0,213432	0,334205
96768	0,438438	0,194844	0,340775	0,220356	0,642906	0,247148	-0,42971	0,217085
97280	-0,441528	0,230062	-0,251968	0,225302	-0,263672	0,199072	-0,758568	0,249692
97792	0,213318	0,305568	0,352646	0,245046	0,118645	0,188981	-0,562889	0,197939
98304	0,207336	0,196564	0,284424	0,229236	0,370377	0,255187	-0,337845	0,240322
98816	0,482971	0,220938	0,340675	0,299041	0,841438	0,357578	-0,474068	0,212799
99328	0,299156	0,270219	0,859283	0,386449	0,207291	0,292556	-1,28603	0,259788
99840	0,491982	0,24479	0,323143	0,163657	0,0742569	0,223413	-0,725876	0,211335
100352	0,136299	0,219376	0,361504	0,211885	0,299248	0,226477	-0,83551	0,194304
100864	0,0800858	0,241919	0,207375	0,286998	0,396965	0,286911	-0,79998	0,292
101376	0,24604	0,253358	0,0652924	0,284605	-0,08004	0,208767	-0,690216	0,21146
101888	0,0622559	0,173345	-0,0652161	0,17015	0,0564499	0,186661	-1,11701	0,207035
102400	-0,171806	0,181759	-0,168999	0,197574	-0,00895691	0,179136	-1,38086	0,177512
102912	-0,216278	0,216087	-0,340637	0,22483	-0,474068	0,221917	-1,49924	0,202766
103424	0,468185	0,308197	0,243065	0,232245	0,316956	0,282365	-0,488876	0,358085
103936	-0,25193	0,202034	-0,0208054	0,219486	0,0827942	0,234043	-1,03708	0,233303
104448	-0,00576019	0,17648	0,154144	0,232676	0,0889664	0,206538	-1,02508	0,175876
104960	0,512634	0,207009	0,399872	0,191439	0,23996	0,20034	-0,891869	0,209074
105472	-0,568947	0,20045	-0,373322	0,281962	-0,530518	0,261726	-1,32739	0,231538
105984	0,0446472	0,201685	-0,0740204	0,17681	0,0621414	0,208738	-0,767326	0,233108
106496	0,441475	0,207136	0,204514	0,229291	0,308128	0,204079	-1,17625	0,193119
107008	0,542053	0,253772	0,811829	0,193139	0,358398	0,215563	-0,838593	0,267973
107520	-0,210297	0,309457	-0,791115	0,187522	-0,776329	0,21831	-1,03699	0,37305
108032	-0,00895691	0,191102	0,245865	0,276342	-0,0297318	0,205221	-0,921524	0,202012
108544	0,222015	0,188551	0,139183	0,23666	0,488831	0,193679	-1,31265	0,179836
109056	0,408859	0,262081	0,284401	0,228704	0,731812	0,301933	-0,903931	0,206073
109568	0,183739	0,261053	-0,260803	0,239205	0,376373	0,312602	-1,10513	0,204714
110080	-0,100822	0,223526	0,154022	0,19918	0,0829086	0,254862	-0,512619	0,253811
110592	-0,0710526	0,264457	-0,121407	0,218654	-0,293205	0,205824	-1,53777	0,2303
111104	0,349648	0,177035	0,417686	0,236562	0,45919	0,229945	-0,957001	0,23924
111616	0,0623093	0,226872	0,0444412	0,294463	0,0118256	0,229705	-1,3214	0,209004
112128	-0,154091	0,274857	-0,186661	0,239177	0,204422	0,243804	-1,16447	0,212601
112640	0,397026	0,267095	0,0710449	0,206732	0,133301	0,258128	-0,960083	0,254988
113152	0,239998	0,202371	0,0475082	0,20137	0,305199	0,255333	-0,580681	0,26227
113664	0,150986	0,269362	0,228073	0,230953	0,0413284	0,270112	-1,17941	0,249676
114176	0,207451	0,224356	0,168976	0,283358	0,308289	0,235681	-1,38364	0,218777
114688	-0,281548	0,237242	-0,488945	0,274166	-0,263687	0,199495	-1,09339	0,235402
115200	0,349403	0,199104	0,222008	0,161388	0,0945587	0,172154	-0,583832	0,224358
115712	0,0859528	0,216794	-0,156998	0,246468	0,156937	0,301582	-1,16143	0,243598
116224	-0,0652618	0,202389	-0,0623169	0,17781	-0,0177917	0,209768	-1,3424	0,219532
116736	-0,0679703	0,229041	0,0977325	0,230685	0,139374	0,251969	-1,02805	0,202637
117248	0,284492	0,232446	0,100723	0,228144	-0,0296783	0,206251	-1,0164	0,214873
117760	-0,23999	0,208844	-0,0297089	0,213675	-0,343719	0,181307	-1,05203	0,264674
118272	-0,130234	0,203482	-0,340675	0,177433	0,491959	0,236142	-1,46069	0,212735
118784	-0,0533829	0,216291	0,165802	0,187779	0,0650787	0,189367	-0,915634	0,206594
119296	0,74369	0,183496	1,03408	0,298409	0,672508	0,180187	-0,432686	0,157574
119808	0,28154	0,240722	0,34671	0,210751	0,465187	0,203543	-0,868088	0,224483
120320	-0,166	0,194572	0,168884	0,205581	0,124405	0,247425	-0,794182	0,280531
120832	0,136337	0,236783	0,201569	0,230913	-0,133331	0,179434	-1,14073	0,192594
121344	0,269669	0,200607	0,0296249	0,204421	0,391075	0,194003	-0,740723	0,23893
121856	0,127411	0,238719	0,396835	0,246851	-0,216469	0,213681	-0,619308	0,260703
122368	-0,109543	0,193201	0,145317	0,199123	-0,0740204	0,192731	-1,03109	0,168138
122880	0,358543	0,287162	-0,308128	0,183939	-0,403023	0,194958	-1,33337	0,22952
123392	-0,263695	0,283491	0,020752	0,215888	0,207474	0,176716	-0,956993	0,226332
123904	-0,109741	0,21594	-0,231216	0,20583	-0,488853	0,179524	-1,41029	0,208977
124416	0,18074	0,236228	0,551254	0,313824	0,177795	0,205626	-0,906677	0,289916
124928	0,725998	0,212871	0,734787	0,224129	0,168961	0,175884	-0,491821	0,266788
125440	0,0502777	0,240724	-0,142273	0,217049	0,319931	0,266724	-1,3333	0,230386
125952	0,153946	0,243241	0,429504	0,252734	0,27243	0,228218	-1,05499	0,248084
126464	0,25177	0,24914	0,180634	0,325526	-0,180817	0,204943	-0,800095	0,26667
126976	0,22525	0,211224	0,278534	0,330478	0,311203	0,233348	-1,04291	0,222467
127488	0,145233	0,275109	0,17485	0,224704	-0,00871277	0,22635	-1,50214	0,248191
128000	-0,420792	0,185753	0,050354	0,234603	0,216278	0,27632	-1,12294	0,242909
128512	-0,0266418	0,202107	0,39122	0,354239	0,192749	0,276604	-1,117	0,220012
129024	0,773376	0,293832	0,153976	0,223188	0,0207214	0,278646	-0,69339	0,268676
129536	0,793961	0,270473	0,325989	0,270217	0,476944	0,245471	-0,622223	0,305208
130048	-0,779221	0,288223	-0,370377	0,231481	-0,319977	0,264387	-0,998398	0,32176
130560	-0,296295	0,218498	0,0832062	0,196134	-0,266418	0,256185	-1,79544	0,246676
131072	0,897781	0,235205	0,737854	0,284464	0,27861	0,206045	-0,974777	0,285542
131072	0,358398	0,223336	0,334656	0,238929	0,565872	0,271437	-0,960022	0,233845
262144	0,521454	0,296257	0,509521	0,335132	0,394135	0,262806	-0,945251	0,34901
393216	-0,0561523	0,323643	0,80011	0,466324	0,269714	0,427206	-0,684418	0,377722
524288	-0,79425	0,323236	-0,252136	0,450672	-0,574829	0,361906	-1,43109	0,522946
655360	0,278503	0,43796	0,224976	0,606132	0,0326538	0,51533	-1,64734	0,457365
786432	0,980957	0,49457	1,15271	0,530999	0,462341	0,554037	0,00585938	0,511376
917504	-1,13501	0,446567	0,349792	0,607224	1,07831	0,762103	-1,06396	0,566183
1048576	-0,0917969	0,662545	-0,577881	0,603771	-0,0710449	0,499671	-1,87549	0,457349
1179648	-0,210449	0,452249	0,479858	0,639145	-0,44165	0,558485	-0,619507	0,657388
1310720	-0,16272	0,794706	0,0418701	0,63411	0,0151367	0,759468	-0,0292969	0,81948
1441792	1,01062	0,778654	1,48779	0,632505	0,409302	0,515601	0,355835	0,646686
1572864	-0,201538	0,565365	0,168457	0,647437	0,352295	0,668448	-0,524902	0,59841
1703936	-0,130249	0,601637	1,23877	0,771426	-0,921265	0,58029	-0,0354004	0,713169
1835008	0,491943	0,831237	1,9552	0,899308	1,67969	0,950794	-0,201538	0,794531
1966080	1,54004	0,72984	1,66223	0,825667	3,90479	0,847159	1,08447	0,8326
2097152	3,81567	0,806047	2,37573	0,617445	2,9624	0,827713	5,03979	0,907233
2228224	0,669922	0,942037	-0,269287	1,02202	0,566162	0,987633	-2,21289	0,823148
2359296	0,640381	0,8852	-0,553955	0,729972	-0,903809	0,879359	-2,80005	0,858142
2490368	0,882813	0,896714	0,995605	0,83648	1,10547	0,971766	6,45605	4,26674
2621440	2,45654	0,770603	0,746826	0,773226	0,634033	0,868867	1,19409	0,968913
2752512	29,2598	0,819634	30,1516	0,946044	31,1416	0,91995	20,332	8,95202
2883584	1,29492	0,919148	1,69751	1,12247	2,1604	0,821513	3,28979	0,878773
3014656	-0,909424	0,889457	0,750244	0,88889	0,611328	0,948118	-2,5625	0,88785
3145728	1,44312	1,0531	-1,21167	0,93137	-2,55933	0,915457	-1,38623	0,98413
3276800	-0,350098	1,0464	-0,293213	1,03073	0,908447	1,10273	-51,7244	52,6071
3407872	2,14502	1,19512	0,867188	1,06937	4,35522	0,997695	2,55444	0,711624
3538944	3,11108	1,09384	2,34326	1,17217	2,40308	1,09196	2,19434	1,29618
3670016	59,7065	1,15958	60,7654	1,16463	60,3857	0,964384	59,4968	1,05418
3801088	57,929	1,05871	61,8997	1,10435	-0,0922852	61,1291	59,3862	1,10727
3932160	-0,726074	1,01057	0,426025	1,22374	-0,758545	1,15221	-0,390869	1,15584
4063232	1,33936	1,1784	-2,15723	0,986754	1,81299	1,16873	1,18311	0,988033
4194304	70,187	1,03757	71,7002	1,25495	72,5898	1,3277	73,5386	1,24587
4325376	74,0205	1,18169	2,07764	69,9363	72,2012	1,21564	73,7686	1,17586
4456448	-0,977539	1,28255	-73,0566	71,6664	1,53662	1,24003	-71,8047	71,6605
4587520	-74,5444	74,1467	-0,491699	1,07242	0,0834961	1,35184	-1,27002	1,25818
4718592	4,61084	1,48837	0,871582	1,05498	0,870605	1,38764	2,07422	1,10058
4849664	0,544922	0,97795	0,367188	1,33107	-2,10693	0,992139	-0,338379	1,21662
4980736	85,8135	1,178	85,2544	1,02638	82,8237	1,46908	84,9902	1,17342
5111808	-1,0957	1,33215	-1,11719	1,26779	-81,1401	82,404	-1,08789	1,02515
5242880	-2,80371	84,7688	3,60254	84,8888	-0,745117	84,7853	-3,25439	84,6584
5373952	-82,6992	86,9236	-82,5391	87,0423	-83,1211	61,1455	4,26123	1,43597
5505024	-0,750488	88,6783	-1,22754	88,6277	0,726563	88,6911	95,3726	1,84497
5636096	3,30664	91,1901	92,9395	1,30934	3,00439	91,1789	2,21387	91,0732
5767168	0,874512	65,4037	0,983887	65,416	1,02197	92,8245	2,07764	92,8822
5898240	2,34814	95,374	5,60303	95,4784	99,4956	1,55408	1,36084	95,2257
6029312	-2,32959	97,0944	-2,06592	97,1135	0,435547	97,1598	-0,206543	97,072
6160384	100,464	2,14245	0,71875	99,9191	101,878	6,04091	104,497	7,3796
6291456	-0,307129	71,3352	106,059	2,85559	2,6167	101,533	9,4043	101,567
6422528	102,055	6,07049	3,14258	103,896	110,553	4,6872	7,03369	103,918
6553600	5,2583	105,992	6,65088	105,768	8,16064	105,904	12,3101	74,362
6684672	-0,671875	108,744	-0,329102	108,871	2,65088	108,807	4,74316	108,988
6815744	-11,6006	111,314	105,789	12,5673	-14,2705	111,329	102,938	16,7163
