512	0	0,061113	8,42227	0,242301	11,7205	0,286513
1024	0	0,239987	0,251959	0,151007	4,18662	0,155043
1536	0	0,153833	-0,228158	0,152078	4,06236	0,161916
2048	0	0,166598	-0,180819	0,152773	3,81326	0,152763
2560	0	0,147491	-0,118543	0,152783	3,84274	0,168846
3072	0	0,157608	-0,237003	0,149034	3,83106	0,178398
3584	0	0,1604	0,18952	0,152321	3,9615	0,164724
4096	0	0,159003	0,148058	0,15542	4,13933	0,15462
4608	0	0,152133	0,136359	0,151648	4,13344	0,156747
5120	0	0,156218	-0,331822	0,1508	3,85762	0,154596
5632	0	0,150082	0,14802	0,151034	3,92884	0,144492
6144	0	0,171485	-0,139142	0,152825	3,88748	0,150681
6656	0	0,173134	-0,210361	0,154209	4,04444	0,154777
7168	0	0,152345	-0,103738	0,154276	4,13622	0,163006
7680	0	0,148826	0,0563383	0,149889	4,27552	0,163039
8192	0	0,158886	-0,0592804	0,15292	3,7986	0,154556
8704	0	0,152101	-0,352617	0,149002	3,87562	0,150694
9216	0	0,160698	-0,174858	0,146225	4,0327	0,154711
9728	0	0,156419	-0,12146	0,153207	3,61202	0,155514
10240	0	0,155155	-0,34074	0,150218	3,43992	0,153344
10752	0	0,157049	0,201481	0,149016	3,81628	0,154125
11264	0	0,169739	0,0178013	0,155989	3,53765	0,150792
11776	0	0,165681	-5,72205e-005	0,151611	3,41052	0,153976
12288	0	0,160546	-0,0948162	0,152485	3,28296	0,149899
12800	0	0,159462	-0,26668	0,151007	3,19404	0,155822
13312	0	0,145824	0,10074	0,150369	3,49628	0,152053
13824	0	0,155736	-0,257715	0,1535	3,39552	0,153085
14336	0	0,162131	-0,195538	0,146191	3,25042	0,155857
14848	0	0,152418	0,0147667	0,154081	3,2383	0,160979
15360	0	0,155017	0,0327797	0,150556	2,95116	0,15026
15872	0	0,151234	0,100538	0,15223	3,36582	0,155686
16384	0	0,160461	0,148216	0,152909	3,15555	0,149447
16896	0	0,167302	0,00314331	0,154294	2,98078	0,159139
17408	0	0,175302	-0,201479	0,15175	2,88602	0,168842
17920	0	0,153481	0,0859013	0,154216	2,69638	0,147846
18432	0	0,15519	-0,0386028	0,150876	2,73478	0,15098
18944	0	0,146701	0,228073	0,153078	2,9984	0,145529
19456	0	0,149403	-0,237122	0,147586	2,6755	0,158774
19968	0	0,145699	0,219278	0,151387	3,01032	0,156133
20480	0	0,153959	-0,0799599	0,152643	2,49182	0,15467
20992	0	0,154199	-0,0533028	0,154031	2,48298	0,150864
21504	0	0,16272	0,0355797	0,152422	2,37032	0,152829
22016	0	0,159985	-0,269562	0,151506	2,2963	0,15406
22528	0	0,150785	-0,432682	0,147892	2,02661	0,169891
23040	0	0,153364	-4,57764e-005	0,153258	2,19556	0,154882
23552	0	0,174868	0,0682812	0,150127	2,00306	0,163741
24064	0	0,17357	0,0178013	0,150446	2,00898	0,151555
24576	0	0,163697	-0,3141	0,15466	1,74812	0,149692
25088	0	0,170425	-0,225201	0,152683	1,83996	0,153192
25600	0	0,154688	0,0148258	0,151049	2,02384	0,154086
26112	0	0,192079	-0,364326	0,154545	1,87268	0,179398
26624	0	0,178136	-0,186659	0,152631	1,76	0,153659
27136	0	0,160831	-0,0533981	0,152359	1,87546	0,157886
27648	0	0,163165	-0,112522	0,154093	1,93775	0,155076
28160	0	0,152061	-0,148138	0,150671	2,13034	0,156525
28672	0	0,170202	-0,103779	0,149997	1,9229	0,151346
29184	0	0,157835	0,0206776	0,147848	2,09784	0,152088
29696	0	0,156545	0,100964	0,149592	2,35266	0,161553
30208	0	0,155985	-0,106619	0,152265	2,04746	0,173109
30720	0	0,161742	0,0563641	0,154866	2,17176	0,168318
31232	0	0,150444	0,287342	0,151046	2,15997	0,158186
31744	0	0,148814	-0,225286	0,150765	1,90818	0,154487
32256	0	0,167657	-0,325943	0,149914	1,62385	0,150278
32768	0	0,162349	-0,13632	0,153454	1,8843	0,16983
33280	0	0,170961	-0,305141	0,151784	1,67129	0,150877
33792	0	0,15996	-0,2372	0,154661	1,64736	0,147872
34304	0	0,163009	-0,352438	0,149846	1,92586	0,154451
34816	0	0,152872	0,0295849	0,153442	1,96146	0,149523
35328	0	0,155387	-0,186581	0,151374	1,97635	0,154496
35840	0	0,165485	-0,411898	0,147979	1,77481	0,152432
36352	0	0,161191	-0,355518	0,148447	1,87258	0,158515
36864	0	0,174106	0,201616	0,152865	2,13046	0,152451
37376	0	0,150372	-0,0355968	0,151182	2,00005	0,160061
37888	0	0,157149	0,0652599	0,153095	2,09494	0,158688
38400	0	0,164424	0,0384598	0,161377	1,96744	0,156454
38912	0	0,180356	-0,121618	0,16741	2,07692	0,165458
39424	0	0,156539	0,00892067	0,151481	1,98212	0,14749
39936	0	0,158856	-0,213243	0,156812	1,88438	0,163986
40448	0	0,162061	-0,0979366	0,1515	1,90814	0,160094
40960	0	0,160173	-0,210379	0,15198	1,83113	0,150714
41472	0	0,168101	0,0918598	0,166307	2,17783	0,154855
41984	0	0,168458	-0,24296	0,15316	1,92302	0,182868
42496	0	0,171362	0,0740414	0,158722	2,10359	0,153056
43008	0	0,166999	-0,10668	0,147929	1,96449	0,15128
43520	0	0,161885	-0,174942	0,153264	2,01179	0,151829
44032	0	0,163353	-0,133284	0,150268	2,12434	0,175825
44544	0	0,15427	-0,136379	0,14973	1,64728	0,144986
