NumElements	Add	AddStdDev	Sub	SubStdDev	Mul	MulStdDev	Div	DivStdDev
8257536	14.8779	7.59287	9.95996	5.77155	3.91699	3.79805	8.51758	5.78646
8388608	5.28906	7.60741	-9.67969	1.92831	-5.69141	3.3873	7.33496	7.55912
8519680	15.0508	12.1033	1.94336	4.12357	5.48926	5.718	6.93457	4.67049
8650752	13.4609	8.38329	2.06348	4.17685	-1.65039	2.6072	16.2744	8.77967
8781824	6.625	3.71431	9.95898	5.85219	3.29883	2.87453	10.3447	5.35701
8912896	2.6748	2.32823	3.78027	2.58767	11.4502	4.69586	11.4844	4.46218
9043968	2.3623	2.80457	3.69238	3.72002	-1.08887	1.65102	19.6553	8.30739
9175040	3.84668	6.65279	0.21582	5.87939	1.13379	4.22877	3.66895	6.80628
9306112	13.2949	9.96856	1.69238	3.97461	7.04004	4.97287	-0.673828	3.19158
9437184	16.9111	9.4703	12.5215	6.30776	3.99023	4.44849	9.98926	6.94329
9568256	8.59277	5.21746	9.08984	5.44298	5.95703	3.72823	14.8848	7.47571
9699328	3.70801	9.39347	-6.56836	3.73088	9.7959	11.8735	4.15527	6.03262
9830400	-1.09668	3.42289	4.97461	4.43472	11.8379	7.36818	12.5088	7.61539
9961472	5.47168	5.14718	10.249	6.07825	-2.21973	3.27524	6.7793	7.54065
10092544	2.40039	6.00869	8.53516	5.62894	10.9023	6.98389	-6.03027	1.87411
10223616	-12.4824	3.2279	-19.0361	2.18161	-16.6465	2.18867	-11.4219	4.04404
10354688	-3.67969	3.10242	8.32715	6.12257	-4.12402	3.57038	3.74414	5.79943
10485760	-3.85449	2.21851	-1.64453	2.80699	5.85547	3.86148	12.4561	7.08191
10616832	10.041	8.8523	9.2002	6.2713	2.0752	3.59182	13.8389	6.20058
10747904	4.04102	5.49853	7.82324	5.87186	-2.89551	3.91603	7.09473	7.62224
10878976	3.43262	4.11089	-2.13574	1.91892	-3.13086	3.59164	10.2354	6.48339
11010048	10.7568	4.55332	7.05371	3.19213	20.7041	7.0151	10.958	4.86072
11141120	-8.39746	2.53571	8.17871	5.61276	7.40234	7.21902	12.2754	8.02939
11272192	-2.55371	4.05434	13.7568	7.72961	0.322266	5.01637	11.6592	8.04333
11403264	-5.05371	2.40584	0.770508	4.86529	0.128906	4.17636	-0.411133	4.72544
11534336	-2.87793	3.63087	-1.39062	4.64562	1.68262	5.55353	3.06055	5.60746
11665408	6.57812	5.15032	6.01953	4.83491	9.93262	5.43485	10.041	7.39363
11796480	2.9209	4.2442	17.041	7.32406	3.58984	5.04028	7.9873	6.53895
11927552	-0.0986328	3.25195	6.48633	5.1336	4.02246	6.95277	26.123	11.1574
12058624	2.2041	2.88483	10.7627	5.42792	9.18262	5.24577	7.85059	4.62377
12189696	-2.7666	2.57533	9.35156	6.02775	1.2334	4.987	-1.96582	3.42918
12320768	3.61523	6.12116	11.9297	7.32467	10.3545	6.12375	-2.75586	2.48603
12451840	6.1582	6.72612	7.6738	17.4995	12.7852	5.83788	13.6797	8.43408
12582912	-3.12109	4.31103	1.853	32.2602	10.8057	8.96599	6.09277	5.86022
12713984	5.03027	3.72909	4.6836	25.9196	3.58496	5.57249	11.1143	7.89506
12845056	0.536133	3.37991	-1.94727	3.96018	-2.24121	4.74662	-5.22754	4.04427
12976128	-6.04004	3.20318	0.272461	4.79804	0.820312	5.80886	-8.33105	2.82712
13107200	-6.32812	4.627	-3.61914	4.18759	2.5957	7.12175	-7.41992	4.00225
13238272	-5.62109	3.56356	-6.06836	4.02136	7.23047	6.31272	-8.7832	2.68466
13369344	-8.63672	4.73442	6.19531	6.92174	0.583984	9.4149	-5.5625	5.24708
13500416	-3.45312	2.9231	6.33008	8.19156	-0.675781	3.6682	5.87109	5.52339
13631488	-0.882812	6.25505	5.65039	6.34816	-13.9258	3.1612	-10.1426	4.10238
13762560	-7.04688	5.81771	-18.4922	4.08754	5.26953	8.89758	-18.1836	3.82306
13893632	9.04297	5.52572	33.7129	8.34543	11.2188	7.53313	0.771484	3.55971
14024704	3.06836	5.40054	0.951172	4.26157	11.752	7.4476	1.92578	5.30958
14155776	-2.6582	5.17979	-3.90625	4.43986	2.40039	6.3956	-5.82812	4.94959
14286848	3.3457	3.23274	2.95312	3.15408	6.43945	5.51432	0.0195312	4.3329
14417920	-7.19922	2.22338	-3.56641	3.00773	9.16992	7.3251	-3.01562	3.94086
14548992	-0.482422	3.84467	14.0684	6.24626	4.20117	5.09436	14.4082	8.21267
14680064	5.19336	4.71854	-2.2207	3.60878	8.97461	6.4029	12.6543	8.34804
14811136	-3.41602	4.10317	-3.33594	3.38203	-2.26172	6.67934	-3.16602	3.69073
14942208	5.344	58.5648	-6.0918	3.07094	13.2422	9.32367	13.877	9.61041
15073280	1.86328	4.37536	3.1875	5.50652	9.16211	6.5674	-5.32812	3.14301
15204352	2.11719	4.00722	3.94531	6.20645	-3.90234	5.53182	4.45898	6.3404
15335424	5.66016	4.18947	7.83398	5.15054	0.322266	3.91011	6.11523	6.15074
15466496	-2.76953	3.33131	5.22852	6.53653	5.08594	4.74669	10.293	7.60014
15597568	0.134766	3.4882	13.6875	6.36504	12.2051	6.18053	4.68164	4.60034
15728640	-6.76367	5.78008	-3.60742	5.84851	3.08398	8.85623	14.75	11.248
15859712	-6.32227	3.65079	-3.03125	3.16081	9.89453	11.6881	3.38867	5.22105
15990784	2.17969	5.82232	-1.80273	4.60279	1.91016	5.8775	-0.234375	4.42012
16121856	2.38672	5.76265	10.3379	7.76144	-5.82812	3.9576	15.4238	8.35798
16252928	11.3887	7.2323	14.2344	7.50379	7.82812	6.60749	5.64258	5.75727
16384000	-6.31641	6.48706	-14.3066	5.90029	-6.13867	7.54197	-1.28516	8.41263
16515072	-2.30664	1.99847	2.80859	4.09966	11.0391	7.73304	5.24023	6.21798
16646144	-9.63672	4.42674	-2.43945	5.56339	-1.82812	6.73848	-3.76758	5.49485
16777216	8.17969	5.47954	2.11914	4.28422	-0.232422	4.69454	-3.35742	3.6674
